"Year","District","Code","Location","Robbery","Street_robbery","Injury","Agg_assault","Threat","Theft","Car","From_car","Bike","Burglary","Fire","Arson","Damage","Graffiti","Drugs","Local"
2017,"Lichtenberg",110307,"Alt-Lichtenberg",24,11,513,119,136,2342,85,384,222,66,26,13,428,126,67,932
2017,"Lichtenberg",110308,"Frankfurter Allee Süd",20,14,158,50,44,857,34,85,97,15,8,3,171,65,59,303
2017,"Lichtenberg",110409,"Neu Lichtenberg",19,13,307,68,98,1524,47,210,275,50,20,7,371,116,75,728
2017,"Lichtenberg",110410,"Friedrichsfelde Nord",8,5,128,30,35,550,45,130,49,16,8,3,138,33,30,263
2017,"Lichtenberg",110411,"Friedrichsfelde Süd",17,10,160,27,56,784,58,150,101,22,21,13,232,56,27,375
2017,"Lichtenberg",110512,"Rummelsburger Bucht",2,2,32,6,12,251,10,32,64,14,3,1,58,17,10,97
2017,"Lichtenberg",110513,"Karlshorst",7,5,136,37,54,913,45,120,265,83,13,4,146,23,26,294
2017,"Lichtenberg",119900,"Bezirk (Lb), nicht zuzuordnen",16,12,37,15,18,307,32,90,49,0,5,1,68,13,14,112
2017,"Reinickendorf",121031,"Ost 1 - Reginhardstr.",23,11,341,92,102,1035,29,250,169,63,24,6,293,65,93,662
2017,"Reinickendorf",121032,"Ost 2 - Alt-Reinickendorf",37,20,315,69,110,1303,37,246,107,75,25,8,321,70,112,705
2017,"Reinickendorf",122141,"West 1 - Tegel-Süd/Flughafensee",21,7,226,64,101,995,18,232,49,55,9,5,140,17,269,486
2017,"Reinickendorf",122144,"West 4 - Auguste-Viktoria-Allee",30,10,429,104,173,1268,22,206,77,46,21,10,246,28,104,887
2017,"Reinickendorf",122145,"West 5 - Tegel/Tegeler Forst",14,5,209,54,54,953,15,78,68,22,7,3,175,31,29,373
2017,"Reinickendorf",122242,"West 2 - Heiligensee/Konradshöhe",1,0,77,18,44,397,20,117,43,61,4,3,98,15,31,172
2017,"Reinickendorf",122311,"Nord 1 - Frohnau/Hermsdorf",10,9,136,24,58,918,42,226,202,178,12,3,196,59,34,301
2017,"Reinickendorf",123012,"Nord 2 - Waidmannslust/Wittenau/Lübars",33,16,385,100,138,1257,29,166,99,116,22,6,352,133,97,726
2017,"Reinickendorf",123021,"MV 1 - Märkisches Viertel",41,24,529,110,199,1412,48,302,88,45,36,18,290,47,84,1060
2017,"Reinickendorf",123022,"MV 2 - Rollbergsiedlung",9,4,85,20,40,333,4,78,17,21,6,2,143,65,15,185
2017,"Reinickendorf",123043,"West 3 - Borsigwalde/Freie Scholle",6,3,110,24,38,520,11,101,74,41,8,3,132,20,24,266
2017,"Reinickendorf",129900,"Bezirk (Rd), nicht zuzuordnen",11,9,100,24,49,944,30,174,42,1,2,0,73,6,35,206
2018,"Mitte",10111,"Tiergarten Süd",70,58,416,125,103,2540,17,274,310,39,14,3,284,42,273,1247
2018,"Mitte",10112,"Regierungsviertel",34,16,519,110,114,3883,15,199,372,35,6,1,407,159,133,857
2018,"Mitte",10113,"Alexanderplatz",130,80,1531,366,309,10144,68,580,880,133,26,6,1036,333,971,2798
2018,"Mitte",10114,"Brunnenstraße Süd",26,14,286,60,69,1817,47,153,314,56,9,6,442,218,69,690
2018,"Mitte",10221,"Moabit West",71,38,653,164,215,2470,37,398,447,83,29,12,496,99,435,1262
2018,"Mitte",10222,"Moabit Ost",61,38,689,150,210,3620,30,281,361,73,31,8,435,73,473,1421
2018,"Mitte",10331,"Osloer Straße",77,42,752,205,250,2624,46,288,260,73,29,13,439,92,217,1397
2018,"Mitte",10332,"Brunnenstraße Nord",68,41,642,170,224,2536,65,343,273,87,28,6,551,187,387,1303
2018,"Mitte",10441,"Parkviertel",55,26,754,183,243,2690,62,442,363,88,30,9,562,113,125,1511
2018,"Mitte",10442,"Wedding Zentrum",90,54,958,247,243,3252,52,438,434,108,39,8,710,169,534,1821
2018,"Mitte",19900,"Bezirk (Mi), nicht zuzuordnen",51,42,250,74,88,2226,26,258,159,0,4,3,166,25,175,592
2018,"Friedrichshain-Kreuzberg",20101,"Südliche Friedrichstadt",99,56,628,179,207,3646,55,588,445,114,36,10,564,102,798,1526
2018,"Friedrichshain-Kreuzberg",20202,"Tempelhofer Vorstadt",95,54,819,269,239,5959,90,742,1216,139,46,14,785,163,310,2142
2018,"Friedrichshain-Kreuzberg",20303,"nördliche Luisenstadt",71,49,483,183,105,2190,23,218,293,84,24,3,380,106,522,948
2018,"Friedrichshain-Kreuzberg",20304,"südliche Luisenstadt",104,80,452,183,101,2031,32,190,468,63,16,4,376,114,934,993
2018,"Friedrichshain-Kreuzberg",20405,"Karl-Marx-Allee-Nord",17,7,197,45,77,1174,40,184,244,46,5,3,256,51,40,500
2018,"Friedrichshain-Kreuzberg",20407,"Karl-Marx-Allee-Süd",82,63,690,227,109,2913,28,249,358,35,18,10,441,110,664,1180
2018,"Friedrichshain-Kreuzberg",20506,"Frankfurter Allee Nord",24,13,389,120,97,1792,37,149,394,48,16,5,534,136,92,805
2018,"Friedrichshain-Kreuzberg",20508,"Frankfurter Allee Süd FK",95,64,943,332,176,3622,35,315,714,103,30,10,1017,334,1122,1875
2018,"Friedrichshain-Kreuzberg",29900,"Bezirk (Fh-Kb), nicht zuzuordnen",45,40,138,49,34,1057,16,146,121,0,5,1,114,13,143,293
2018,"Pankow",30101,"Buch",11,2,179,37,72,635,15,66,144,13,12,6,176,47,33,337
2018,"Pankow",30202,"Blankenfelde/Niederschönhausen",10,6,124,15,46,800,28,134,200,40,8,4,153,20,16,309
2018,"Pankow",30203,"Buchholz",6,3,70,10,28,329,25,50,58,23,7,2,92,12,9,161
2018,"Pankow",30304,"Karow",4,2,84,20,29,418,3,102,126,34,1,0,107,18,13,200
2018,"Pankow",30307,"Blankenburg/Heinersdorf/Märchenland",7,4,94,21,36,693,20,107,102,59,8,2,131,31,12,185
2018,"Pankow",30405,"Schönholz/Wilhelmsruh/Rosenthal",10,6,77,20,30,450,20,114,50,48,11,3,98,15,14,169
2018,"Pankow",30406,"Pankow Zentrum",27,19,207,46,93,1854,47,175,580,63,15,3,296,95,43,660
2018,"Pankow",30408,"Pankow Süd",35,23,219,52,94,1070,53,134,387,63,15,6,260,74,40,569
2018,"Pankow",30509,"Weißensee",21,12,327,88,127,1399,73,146,278,63,23,6,336,51,47,748
2018,"Pankow",30510,"Weißensee Ost",11,5,124,25,45,536,31,73,86,24,12,5,150,22,42,280
2018,"Pankow",30611,"Prenzlauer Berg Nordwest",47,24,293,109,77,1468,39,109,365,39,12,4,292,113,175,648
2018,"Pankow",30612,"Prenzlauer Berg Nord",24,13,190,49,79,1450,55,133,439,39,14,7,264,89,54,490
2018,"Pankow",30613,"Helmholtzplatz",14,4,190,55,60,1016,16,57,296,23,5,4,279,127,49,478
2018,"Pankow",30614,"Prenzlauer Berg Ost",37,15,371,78,77,2098,58,184,309,68,32,12,439,181,71,702
2018,"Pankow",30715,"Prenzlauer Berg Südwest",22,14,340,75,71,1774,29,184,378,57,8,1,343,92,47,729
2018,"Pankow",30716,"Prenzlauer Berg Süd",14,8,157,36,51,1218,61,167,318,55,9,3,267,86,39,504
2018,"Pankow",39900,"Bezirk (Pk), nicht zuzuordnen",20,17,63,17,29,553,30,111,144,0,5,3,77,9,42,156
2018,"Charlottenburg-Wilmersdorf",40101,"Charlottenburg-Nord",23,6,279,84,107,1030,70,240,123,51,16,9,232,22,185,721
2018,"Charlottenburg-Wilmersdorf",40202,"Heerstrasse",16,9,178,64,39,656,34,126,75,89,3,1,139,51,49,334
2018,"Charlottenburg-Wilmersdorf",40203,"Westend",25,16,318,83,119,2188,66,347,213,79,11,4,243,33,45,703
2018,"Charlottenburg-Wilmersdorf",40304,"Schloß Charlottenburg",18,10,282,62,87,1062,29,105,190,52,14,6,261,80,37,638
2018,"Charlottenburg-Wilmersdorf",40305,"Mierendorffplatz",7,3,158,35,75,847,19,129,126,27,11,10,121,21,50,398
2018,"Charlottenburg-Wilmersdorf",40306,"Otto-Suhr-Allee",38,20,445,105,151,2266,32,216,421,62,19,9,399,104,65,1144
2018,"Charlottenburg-Wilmersdorf",40307,"Neue Kantstraße",33,19,252,58,78,1534,47,195,269,66,15,6,222,47,57,724
2018,"Charlottenburg-Wilmersdorf",40308,"Kantstraße",38,15,284,54,85,2457,16,118,274,75,9,0,217,24,56,780
2018,"Charlottenburg-Wilmersdorf",40309,"Kurfürstendamm",62,31,760,218,154,4351,35,227,264,46,15,5,387,82,173,1618
2018,"Charlottenburg-Wilmersdorf",40310,"Halensee",13,4,136,26,39,1130,33,152,123,33,9,6,108,22,16,453
2018,"Charlottenburg-Wilmersdorf",40411,"Grunewald",12,5,89,18,56,793,41,259,96,87,10,7,235,82,15,374
2018,"Charlottenburg-Wilmersdorf",40412,"Schmargendorf",4,1,60,10,28,567,36,149,54,50,5,2,91,17,18,192
2018,"Charlottenburg-Wilmersdorf",40413,"Wiesbadener Straße",10,3,94,16,29,579,43,83,179,18,6,2,96,23,15,240
2018,"Charlottenburg-Wilmersdorf",40514,"Düsseldorfer Straße",40,15,242,58,108,2210,54,284,337,107,11,8,363,132,70,1129
2018,"Charlottenburg-Wilmersdorf",40515,"Barstraße",15,5,130,25,63,794,18,118,169,27,6,1,98,8,45,430
2018,"Charlottenburg-Wilmersdorf",40516,"Volkspark Wilmersdorf",27,13,216,61,96,2129,60,239,471,64,23,7,259,53,75,736
2018,"Charlottenburg-Wilmersdorf",40617,"Forst Grunewald",7,4,22,3,6,32,1,7,1,0,5,5,9,2,0,36
2018,"Charlottenburg-Wilmersdorf",49900,"Bezirk (Ch-Wi), nicht zuzuordnen",29,26,102,31,57,749,47,183,89,0,7,4,78,10,53,238
2018,"Spandau",50101,"Hakenfelde",16,11,202,56,55,864,36,237,58,16,17,10,193,5,26,480
2018,"Spandau",50102,"Falkenhagener Feld",35,24,427,92,154,1012,56,194,174,41,29,13,296,10,53,904
2018,"Spandau",50103,"Spandau Mitte",104,61,701,183,214,2227,33,332,270,38,29,13,425,50,224,1397
2018,"Spandau",50204,"Brunsbütteler Damm",12,8,210,49,73,765,46,123,88,42,17,3,177,26,25,411
2018,"Spandau",50205,"Heerstraße Nord",33,17,350,74,148,949,34,157,57,50,23,13,239,36,44,750
2018,"Spandau",50206,"Wilhelmstadt",56,27,666,185,208,2681,32,208,234,57,20,8,451,52,134,1268
2018,"Spandau",50307,"Haselhorst",15,9,170,25,63,772,43,147,56,24,10,5,133,19,24,414
2018,"Spandau",50308,"Siemensstadt",17,6,152,34,46,773,34,94,169,31,4,1,128,35,17,417
2018,"Spandau",50409,"Gatow/Kladow",7,3,104,21,58,395,12,61,38,66,9,3,82,2,11,217
2018,"Spandau",59900,"Bezirk (Sp), nicht zuzuordnen",20,18,64,22,40,364,17,127,45,0,6,4,70,6,26,165
2018,"Steglitz-Zehlendorf",60101,"Schloßstr.",24,15,205,45,60,2152,21,113,302,33,10,0,191,52,50,445
2018,"Steglitz-Zehlendorf",60102,"Albrechtstr.",24,10,250,51,132,1440,54,299,300,90,16,5,331,89,69,776
2018,"Steglitz-Zehlendorf",60203,"Lankwitz",19,4,386,81,175,1167,41,254,130,76,22,12,290,33,84,789
2018,"Steglitz-Zehlendorf",60204,"Ostpreußendamm",19,8,199,31,94,1034,33,201,163,91,13,4,262,46,38,548
2018,"Steglitz-Zehlendorf",60305,"Teltower Damm",14,7,180,30,86,1135,30,212,344,74,15,5,242,31,55,422
2018,"Steglitz-Zehlendorf",60306,"Drakestr.",10,3,255,44,110,1759,61,492,351,85,30,11,329,30,45,650
2018,"Steglitz-Zehlendorf",60407,"Zehlendorf Südwest",6,4,164,40,48,912,28,220,142,49,28,11,312,146,32,307
2018,"Steglitz-Zehlendorf",60408,"Zehlendorf Nord",14,7,181,40,85,1668,57,429,309,165,17,8,449,183,60,485
2018,"Steglitz-Zehlendorf",69900,"Bezirk (St-Zd), nicht zuzuordnen",7,5,42,11,31,366,9,90,81,0,3,1,46,8,27,103
2018,"Tempelhof-Schöneberg",70101,"Schöneberg-Nord",117,74,801,239,228,6218,55,395,598,132,27,14,590,124,459,3424
2018,"Tempelhof-Schöneberg",70202,"Schöneberg-Süd",43,17,542,130,214,3553,50,331,690,115,20,8,586,174,259,1717
2018,"Tempelhof-Schöneberg",70303,"Friedenau",23,10,266,70,110,2279,72,238,437,88,18,9,360,81,56,748
2018,"Tempelhof-Schöneberg",70404,"Tempelhof",57,24,652,151,261,3729,105,652,504,134,51,11,812,239,358,1724
2018,"Tempelhof-Schöneberg",70505,"Mariendorf",28,16,363,76,131,1760,57,419,187,119,31,13,457,78,82,899
2018,"Tempelhof-Schöneberg",70606,"Marienfelde",22,12,212,48,87,1056,24,226,90,52,20,9,211,46,61,525
2018,"Tempelhof-Schöneberg",70707,"Lichtenrade",25,13,352,61,113,1147,38,307,99,106,19,8,367,75,76,696
2018,"Tempelhof-Schöneberg",79900,"Bezirk (Th-Sb), nicht zuzuordnen",21,17,84,20,47,692,18,126,103,0,2,1,58,7,35,194
2018,"Neukölln",80101,"Schillerpromenade",80,46,530,181,121,2316,36,363,229,86,36,21,431,77,371,1271
2018,"Neukölln",80102,"Neuköllner Mitte/Zentrum",106,56,703,214,182,4453,49,526,376,67,33,16,589,62,332,1537
2018,"Neukölln",80103,"Reuterstraße",53,28,584,210,136,2889,28,364,401,69,21,10,492,169,331,1355
2018,"Neukölln",80104,"Rixdorf",33,18,533,144,198,2086,33,299,318,88,23,10,516,102,236,1361
2018,"Neukölln",80105,"Köllnische Heide",25,7,261,74,103,1124,36,287,45,42,24,9,367,19,88,622
2018,"Neukölln",80206,"Britz",70,41,440,97,203,2071,75,529,181,132,34,18,514,90,94,1193
2018,"Neukölln",80207,"Buckow",16,7,201,41,101,566,32,169,36,42,16,9,194,27,34,487
2018,"Neukölln",80308,"Gropiusstadt",55,32,399,95,149,1881,52,244,101,67,14,3,337,26,48,1258
2018,"Neukölln",80409,"Buckow Nord",10,6,78,14,43,444,24,111,35,14,8,4,58,4,11,181
2018,"Neukölln",80410,"Rudow",33,22,220,49,98,1100,77,299,89,127,26,8,310,51,32,576
2018,"Neukölln",89900,"Bezirk (Nk), nicht zuzuordnen",24,23,81,34,45,632,10,144,38,2,6,2,62,8,56,199
2018,"Treptow-Köpenick",90101,"Alt-Treptow",31,21,155,32,43,1305,14,100,290,21,6,1,182,63,77,496
2018,"Treptow-Köpenick",90102,"Plänterwald",16,8,67,15,25,412,21,98,76,17,4,4,96,23,15,195
2018,"Treptow-Köpenick",90103,"Baumschulenweg",12,2,140,32,70,836,27,130,118,77,11,9,167,24,22,384
2018,"Treptow-Köpenick",90104,"Johannisthal",5,3,137,20,77,578,38,143,92,29,24,5,170,24,19,357
2018,"Treptow-Köpenick",90205,"Oberschöneweide",16,8,355,78,105,892,61,210,115,26,18,7,268,51,81,689
2018,"Treptow-Köpenick",90206,"Niederschöneweide",31,18,216,39,63,1115,30,94,137,17,7,6,206,108,108,365
2018,"Treptow-Köpenick",90207,"Adlershof",19,9,189,44,54,1193,39,153,234,35,8,4,249,87,46,404
2018,"Treptow-Köpenick",90208,"Köllnische Vorstadt/Spindlersfeld",9,3,112,21,40,324,15,57,76,13,6,2,114,29,35,227
2018,"Treptow-Köpenick",90309,"Altglienicke",10,7,179,28,72,674,56,144,101,68,10,2,183,36,34,396
2018,"Treptow-Köpenick",90310,"Bohnsdorf",7,4,119,16,32,437,32,60,51,36,9,3,88,13,7,207
2018,"Treptow-Köpenick",90311,"Grünau",3,1,29,5,14,268,7,48,87,16,8,3,117,79,5,85
2018,"Treptow-Köpenick",90312,"Schmöckwitz/Karolinenhof/Rauchfangswerder",0,0,17,1,3,74,3,15,12,8,4,2,21,2,3,37
2018,"Treptow-Köpenick",90413,"Köpenick-Süd",0,0,84,14,32,345,17,86,61,36,19,3,114,11,10,210
2018,"Treptow-Köpenick",90414,"Allende-Viertel",4,2,28,5,21,174,10,34,29,6,3,2,46,7,7,76
2018,"Treptow-Köpenick",90415,"Altstadt-Kietz",2,1,120,29,30,211,7,24,59,1,3,1,98,18,21,207
2018,"Treptow-Köpenick",90416,"Müggelheim",2,1,20,4,9,84,5,30,13,9,4,4,25,6,5,44
2018,"Treptow-Köpenick",90517,"Friedrichshagen",6,5,107,28,30,585,29,49,214,13,8,5,158,39,10,233
2018,"Treptow-Köpenick",90518,"Rahnsdorf/Hessenwinkel",2,0,30,6,15,261,6,52,95,24,4,3,50,9,10,62
2018,"Treptow-Köpenick",90519,"Dammvorstadt",9,5,143,49,36,659,10,54,116,8,3,1,146,27,31,282
2018,"Treptow-Köpenick",90520,"Köpenick-Nord",13,9,67,10,24,258,10,41,76,35,6,1,93,12,13,168
2018,"Treptow-Köpenick",99900,"Bezirk (Tp-Kp), nicht zuzuordnen",19,18,86,24,58,460,29,113,87,1,11,7,82,19,15,213
2018,"Marzahn-Hellersdorf",100101,"Marzahn-Nord",26,20,382,65,77,655,54,99,94,18,19,3,309,84,53,649
2018,"Marzahn-Hellersdorf",100102,"Marzahn-Mitte",39,22,688,142,193,1679,135,252,98,46,50,15,469,65,96,1281
2018,"Marzahn-Hellersdorf",100103,"Marzahn-Süd",16,8,326,54,132,1378,142,290,85,43,26,7,350,54,56,725
2018,"Marzahn-Hellersdorf",100204,"Hellersdorf-Nord",26,14,561,104,201,1339,70,133,100,35,59,25,541,114,110,1091
2018,"Marzahn-Hellersdorf",100205,"Hellersdorf-Ost",14,9,277,44,87,493,35,71,67,8,19,6,231,40,50,510
2018,"Marzahn-Hellersdorf",100206,"Hellersdorf-Süd",16,7,381,88,104,652,33,78,98,22,31,8,329,99,50,647
2018,"Marzahn-Hellersdorf",100307,"Biesdorf",12,6,149,30,64,1043,40,133,184,98,21,6,190,41,27,325
2018,"Marzahn-Hellersdorf",100408,"Kaulsdorf",4,2,116,13,39,429,15,95,111,31,11,2,163,16,17,275
2018,"Marzahn-Hellersdorf",100409,"Mahlsdorf",6,3,113,19,44,572,18,137,134,68,1,1,162,48,13,238
2018,"Marzahn-Hellersdorf",109900,"Bezirk (Mz-Hd), nicht zuzuordnen",9,9,67,14,27,216,15,36,47,1,6,1,78,14,13,140
2018,"Lichtenberg",110101,"Malchow, Wartenberg und Falkenberg",3,2,34,6,10,105,4,7,13,27,6,2,33,5,2,63
2018,"Lichtenberg",110102,"Neu-Hohenschönhausen Nord",17,7,283,56,90,778,53,122,68,26,23,9,243,16,79,667
2018,"Lichtenberg",110103,"Neu-Hohenschönhausen Süd",24,16,358,79,83,944,51,182,105,30,17,5,282,30,44,716
2018,"Lichtenberg",110204,"Alt-Hohenschönhausen Nord",8,2,202,48,75,687,26,94,43,42,12,7,186,66,32,360
2018,"Lichtenberg",110205,"Alt-Hohenschönhausen Süd",11,6,249,47,72,935,103,218,117,51,15,8,232,47,32,515
2018,"Lichtenberg",110306,"Fennpfuhl",13,8,318,78,114,1134,75,233,161,48,21,6,300,41,45,654
2018,"Lichtenberg",110307,"Alt-Lichtenberg",34,22,493,118,115,2276,67,270,252,40,27,11,354,86,84,1016
2018,"Lichtenberg",110308,"Frankfurter Allee Süd",11,6,172,42,35,806,22,89,101,14,6,4,163,47,85,334
2018,"Lichtenberg",110409,"Neu Lichtenberg",30,18,351,75,108,1646,49,163,351,69,19,6,395,127,58,771
2018,"Lichtenberg",110410,"Friedrichsfelde Nord",8,5,145,27,47,500,53,82,66,20,18,5,128,26,21,293
2018,"Lichtenberg",110411,"Friedrichsfelde Süd",14,9,161,29,66,808,46,141,140,22,9,5,200,43,17,389
2018,"Lichtenberg",110512,"Rummelsburger Bucht",2,2,29,10,16,295,14,34,99,12,2,2,41,17,14,87
2018,"Lichtenberg",110513,"Karlshorst",6,4,98,25,53,738,44,77,214,66,16,5,146,27,18,273
2018,"Lichtenberg",119900,"Bezirk (Lb), nicht zuzuordnen",4,3,42,11,16,322,14,74,75,1,9,0,62,12,12,92
2018,"Reinickendorf",121031,"Ost 1 - Reginhardstr.",32,12,340,74,126,896,41,172,110,62,18,9,242,40,63,750
2018,"Reinickendorf",121032,"Ost 2 - Alt-Reinickendorf",36,15,285,58,143,1415,52,290,120,67,14,3,303,80,135,682
2018,"Reinickendorf",122141,"West 1 - Tegel-Süd/Flughafensee",11,4,271,72,107,825,30,195,41,37,10,6,170,6,209,545
2018,"Reinickendorf",122144,"West 4 - Auguste-Viktoria-Allee",28,16,422,101,149,1309,22,250,78,46,20,7,281,28,83,781
2018,"Reinickendorf",122145,"West 5 - Tegel/Tegeler Forst",19,8,196,50,72,968,5,61,70,28,4,1,181,43,35,374
2018,"Reinickendorf",122242,"West 2 - Heiligensee/Konradshöhe",7,3,93,19,39,385,14,104,46,67,4,2,87,10,32,189
2018,"Reinickendorf",122311,"Nord 1 - Frohnau/Hermsdorf",13,3,136,29,57,989,52,347,187,160,13,7,203,31,32,338
2018,"Reinickendorf",123012,"Nord 2 - Waidmannslust/Wittenau/Lübars",25,11,375,98,144,1168,35,168,132,97,11,3,311,83,95,765
2018,"Reinickendorf",123021,"MV 1 - Märkisches Viertel",44,22,464,101,184,1135,76,257,69,34,30,8,269,15,95,918
2018,"Reinickendorf",123022,"MV 2 - Rollbergsiedlung",5,2,102,21,51,298,7,54,24,19,2,0,107,29,18,204
2018,"Reinickendorf",123043,"West 3 - Borsigwalde/Freie Scholle",6,3,94,21,50,506,28,121,59,55,4,3,136,32,18,267
2018,"Reinickendorf",129900,"Bezirk (Rd), nicht zuzuordnen",12,10,100,21,38,736,12,136,52,1,5,2,63,2,33,213
2019,"Mitte",10111,"Tiergarten Süd",60,35,365,92,128,2271,15,198,296,55,13,6,347,77,231,980
2019,"Mitte",10112,"Regierungsviertel",42,20,554,136,152,3692,13,172,352,22,19,4,497,162,170,1057
2019,"Mitte",10113,"Alexanderplatz",173,102,1966,500,420,11233,63,587,940,137,43,12,1307,381,1133,3813
2019,"Mitte",10114,"Brunnenstraße Süd",40,29,268,64,79,1859,39,182,361,64,18,7,424,172,86,902
2019,"Mitte",10221,"Moabit West",66,29,685,210,202,2107,47,322,326,93,28,15,641,91,618,1409
2019,"Mitte",10222,"Moabit Ost",48,29,652,150,231,3672,27,240,350,96,39,16,555,96,555,1597
2019,"Mitte",10331,"Osloer Straße",61,30,727,168,214,2474,46,289,284,77,31,7,468,116,279,1457
2019,"Mitte",10332,"Brunnenstraße Nord",62,42,692,201,209,2537,58,400,328,75,30,10,589,223,415,1399
2019,"Mitte",10441,"Parkviertel",64,45,699,159,218,2779,50,492,260,113,33,13,540,86,156,1490
2019,"Mitte",10442,"Wedding Zentrum",86,42,968,264,299,2883,43,442,310,113,37,14,759,190,573,1829
2019,"Mitte",19900,"Bezirk (Mi), nicht zuzuordnen",5,4,19,7,5,94,0,6,10,0,0,0,15,7,17,34
2019,"Friedrichshain-Kreuzberg",20101,"Südliche Friedrichstadt",125,70,716,200,255,3973,43,447,483,105,41,17,656,103,622,1858
2019,"Friedrichshain-Kreuzberg",20202,"Tempelhofer Vorstadt",119,82,872,283,271,5797,113,525,1182,113,55,23,1320,530,527,2119
2019,"Friedrichshain-Kreuzberg",20303,"nördliche Luisenstadt",94,67,524,215,99,2509,27,238,300,48,26,8,407,84,493,1103
2019,"Friedrichshain-Kreuzberg",20304,"südliche Luisenstadt",182,150,530,251,125,2343,37,219,440,52,44,15,519,104,1310,1316
2019,"Friedrichshain-Kreuzberg",20405,"Karl-Marx-Allee-Nord",38,26,225,58,61,1260,50,132,222,45,8,5,298,59,58,634
2019,"Friedrichshain-Kreuzberg",20407,"Karl-Marx-Allee-Süd",98,74,787,281,160,3618,36,215,334,33,20,9,480,120,770,1573
2019,"Friedrichshain-Kreuzberg",20506,"Frankfurter Allee Nord",30,16,376,109,96,1839,33,84,353,49,48,9,604,118,121,1212
2019,"Friedrichshain-Kreuzberg",20508,"Frankfurter Allee Süd FK",132,92,972,353,168,4273,48,259,775,68,39,15,1062,335,1322,2606
2019,"Friedrichshain-Kreuzberg",29900,"Bezirk (Fh-Kb), nicht zuzuordnen",2,2,4,2,2,38,0,1,5,0,1,1,3,1,9,10
2019,"Pankow",30101,"Buch",9,5,243,57,91,742,17,78,118,8,26,6,259,51,38,439
2019,"Pankow",30202,"Blankenfelde/Niederschönhausen",7,5,106,14,59,671,31,133,151,62,15,7,208,32,22,336
2019,"Pankow",30203,"Buchholz",3,0,76,10,42,366,7,73,65,29,4,2,87,11,9,165
2019,"Pankow",30304,"Karow",4,4,81,9,41,369,6,53,93,47,6,4,101,30,21,176
2019,"Pankow",30307,"Blankenburg/Heinersdorf/Märchenland",6,4,107,22,48,702,23,115,151,45,9,4,181,40,24,230
2019,"Pankow",30405,"Schönholz/Wilhelmsruh/Rosenthal",11,8,81,9,33,536,19,122,51,94,11,5,121,18,8,253
2019,"Pankow",30406,"Pankow Zentrum",40,34,240,58,91,1572,47,146,502,58,13,3,311,88,41,659
2019,"Pankow",30408,"Pankow Süd",26,15,231,42,101,1093,73,160,352,46,18,7,298,89,46,627
2019,"Pankow",30509,"Weißensee",16,9,348,73,137,1728,61,197,350,83,12,6,401,101,68,845
2019,"Pankow",30510,"Weißensee Ost",10,4,146,28,53,589,31,107,92,30,9,4,184,34,51,399
2019,"Pankow",30611,"Prenzlauer Berg Nordwest",36,25,252,65,70,1391,42,94,380,38,15,2,294,90,154,621
2019,"Pankow",30612,"Prenzlauer Berg Nord",22,9,209,39,78,1588,71,171,392,41,11,4,303,89,70,617
2019,"Pankow",30613,"Helmholtzplatz",11,8,179,41,52,891,28,60,228,59,8,2,309,132,35,484
2019,"Pankow",30614,"Prenzlauer Berg Ost",36,22,331,63,124,2111,76,182,319,72,23,7,496,179,92,828
2019,"Pankow",30715,"Prenzlauer Berg Südwest",18,9,379,92,69,1549,38,140,360,70,13,5,372,132,50,754
2019,"Pankow",30716,"Prenzlauer Berg Süd",28,14,154,26,66,1251,55,146,362,64,7,4,316,106,46,603
2019,"Pankow",39900,"Bezirk (Pk), nicht zuzuordnen",1,1,11,3,1,53,1,8,10,0,1,0,8,2,13,18
2019,"Charlottenburg-Wilmersdorf",40101,"Charlottenburg-Nord",35,10,316,84,110,1086,91,336,59,75,28,18,200,28,216,690
2019,"Charlottenburg-Wilmersdorf",40202,"Heerstrasse",16,13,188,49,51,677,24,146,46,81,4,3,176,63,43,384
2019,"Charlottenburg-Wilmersdorf",40203,"Westend",31,19,313,82,142,1899,52,315,205,122,17,11,325,44,45,821
2019,"Charlottenburg-Wilmersdorf",40304,"Schloß Charlottenburg",26,9,238,42,124,903,16,97,174,32,11,5,271,77,54,579
2019,"Charlottenburg-Wilmersdorf",40305,"Mierendorffplatz",26,11,165,37,72,767,27,143,100,23,14,8,199,33,48,458
2019,"Charlottenburg-Wilmersdorf",40306,"Otto-Suhr-Allee",31,16,441,106,139,1940,20,291,346,66,25,16,480,97,84,1060
2019,"Charlottenburg-Wilmersdorf",40307,"Neue Kantstraße",17,9,280,67,101,1249,47,202,247,74,12,7,225,26,71,660
2019,"Charlottenburg-Wilmersdorf",40308,"Kantstraße",23,10,330,72,118,2233,15,100,274,56,9,4,170,17,72,812
2019,"Charlottenburg-Wilmersdorf",40309,"Kurfürstendamm",85,36,767,212,171,4001,25,286,220,57,11,5,381,101,234,1339
2019,"Charlottenburg-Wilmersdorf",40310,"Halensee",19,12,167,30,59,1101,25,149,160,56,8,6,167,14,30,502
2019,"Charlottenburg-Wilmersdorf",40411,"Grunewald",15,8,133,19,70,783,31,242,86,117,9,2,264,114,21,419
2019,"Charlottenburg-Wilmersdorf",40412,"Schmargendorf",9,7,84,13,38,676,29,144,93,70,8,3,117,22,16,252
2019,"Charlottenburg-Wilmersdorf",40413,"Wiesbadener Straße",7,6,82,16,30,763,38,99,191,39,7,1,138,18,20,308
