Barcode,File Name,Year,Period,Slaves,Slave Name,Middle Name,Surname,Alias,Gender,Age,Physical Description,Spouse's Name,Child(ren),Parent(s),Enslaver_Buyer,Enslaver's Alias,"Prior Enslaver's Name, if applicable / Trafficker",Locality,Source
1133728,_0009_0003_0001-0002,1793,1781-1800,1,Lander,,,,Unknown,,,,,,John Wallup,,Skinner Wallup,Accomack County,"Accomack County (Va.) Deeds, 1701-1838 (bulk 1737-1820)"
1133728,_0009_0003_0001-0002,1793,1781-1800,1,Rachel,,,,Unknown,,,,,,John Wallup,,Skinner Wallup,Accomack County,"Accomack County (Va.) Deeds, 1701-1838 (bulk 1737-1820)"
1133728,_0009_0003_0001-0002,1793,1781-1800,1,Rachel,,,Young Rachel,Unknown,,,,,,John Wallup,,Skinner Wallup,Accomack County,"Accomack County (Va.) Deeds, 1701-1838 (bulk 1737-1820)"
1133728,_0009_0003_0001-0002,1793,1781-1800,1,Nancy,,,,Unknown,,,,,,John Wallup,,Skinner Wallup,Accomack County,"Accomack County (Va.) Deeds, 1701-1838 (bulk 1737-1820)"
1133728,_0009_0003_0001-0002,1793,1781-1800,1,Lanter,,,,Unknown,,,,,,John Wallup,,Skinner Wallup,Accomack County,"Accomack County (Va.) Deeds, 1701-1838 (bulk 1737-1820)"
1133728,_0009_0003_0001-0002,1793,1781-1800,1,Esther,,,,Unknown,,,,,,John Wallup,,Skinner Wallup,Accomack County,"Accomack County (Va.) Deeds, 1701-1838 (bulk 1737-1820)"
1133728,_0009_0003_0001-0002,1793,1781-1800,1,Levi,,,,Unknown,,,,,,John Wallup,,Skinner Wallup,Accomack County,"Accomack County (Va.) Deeds, 1701-1838 (bulk 1737-1820)"
1133728,_0009_0003_0001-0002,1793,1781-1800,1,Amy,,,,Unknown,,,,,,John Wallup,,Skinner Wallup,Accomack County,"Accomack County (Va.) Deeds, 1701-1838 (bulk 1737-1820)"
1133728,_0009_0003_0001-0002,1793,1781-1800,1,Sam,,,,Unknown,,,,,,John Wallup,,Skinner Wallup,Accomack County,"Accomack County (Va.) Deeds, 1701-1838 (bulk 1737-1820)"
1133728,_0009_0003_0001-0002,1793,1781-1800,1,Scarburgh,,,,Unknown,,,,,,John Wallup,,Skinner Wallup,Accomack County,"Accomack County (Va.) Deeds, 1701-1838 (bulk 1737-1820)"
1133728,_0009_0003_0001-0002,1793,1781-1800,1,Nan,,,,Unknown,,,,,,John Wallup,,Skinner Wallup,Accomack County,"Accomack County (Va.) Deeds, 1701-1838 (bulk 1737-1820)"
1133728,_0009_0003_0001-0002,1793,1781-1800,1,Sal,,,,Unknown,,,,,,John Wallup,,Skinner Wallup,Accomack County,"Accomack County (Va.) Deeds, 1701-1838 (bulk 1737-1820)"
1133728,_0009_0003_0001-0002,1793,1781-1800,1,Lydia,,,,Unknown,,,,,,John Wallup,,Skinner Wallup,Accomack County,"Accomack County (Va.) Deeds, 1701-1838 (bulk 1737-1820)"
1133728,_0009_0003_0001-0002,1793,1781-1800,1,Rebecca,,,,Unknown,,,,,,John Wallup,,Skinner Wallup,Accomack County,"Accomack County (Va.) Deeds, 1701-1838 (bulk 1737-1820)"
1133728,_0009_0003_0001-0002,1793,1781-1800,1,Jabe,,,,Unknown,,,,,,John Wallup,,Skinner Wallup,Accomack County,"Accomack County (Va.) Deeds, 1701-1838 (bulk 1737-1820)"
1133728,_0009_0003_0001-0002,1793,1781-1800,1,Hannah,,,,Unknown,,,,,,John Wallup,,Skinner Wallup,Accomack County,"Accomack County (Va.) Deeds, 1701-1838 (bulk 1737-1820)"
1133728,_0009_0003_0001-0002,1793,1781-1800,1,Leah,,,,Unknown,,,,,,John Wallup,,Skinner Wallup,Accomack County,"Accomack County (Va.) Deeds, 1701-1838 (bulk 1737-1820)"
1133728,_0009_0003_0001-0002,1793,1781-1800,1,Juda,,,,Unknown,,,,,,John Wallup,,Skinner Wallup,Accomack County,"Accomack County (Va.) Deeds, 1701-1838 (bulk 1737-1820)"
1133677,_0004_0002_0001-0002,1794,1781-1800,1,London,,,,M,,,,,,Eli Hornsby,,William Hutchinson,Accomack County,"Accomack County (Va.) Deeds, 1701-1838 (bulk 1737-1820)"
1203567,_0001_0001_0001-0002,1794,1781-1800,1,Lizzy,,,,Unknown,,,,,,Philimon Holcombe,,John H. Overstreet,Prince Edward County,"Prince Edward County (Va.) Free Negro and Slave Records, 1783-1865 (bulk 1801-1864)"
1203567,_0001_0001_0001-0002,1794,1781-1800,1,Hannah,,,,Unknown,,,,,,Philimon Holcombe,,John H Overstreet,Prince Edward County,"Prince Edward County (Va.) Free Negro and Slave Records, 1783-1865 (bulk 1801-1864)"
1203567,_0001_0001_0001-0002,1794,1781-1800,1,Sarah,,,,Unknown,,,,,,Philimon Holcombe,,John H Overstreet,Prince Edward County,"Prince Edward County (Va.) Free Negro and Slave Records, 1783-1865 (bulk 1801-1864)"
1203567,_0001_0001_0001-0002,1794,1781-1800,1,Nell,,,,Unknown,,,,,,Philimon Holcombe,,John H Overstreet,Prince Edward County,"Prince Edward County (Va.) Free Negro and Slave Records, 1783-1865 (bulk 1801-1864)"
1203567,_0001_0001_0001-0002,1794,1781-1800,1,Adam,,,,Unknown,,,,,,Philimon Holcombe,,John H Overstreet,Prince Edward County,"Prince Edward County (Va.) Free Negro and Slave Records, 1783-1865 (bulk 1801-1864)"
1133677,_0004_0003_0001-0002,1794,1781-1800,1,Abraham,,,,M,13,,,,,William Vessells Sr.,,Southey Milliner,Accomack County,"Accomack County (Va.) Deeds, 1701-1838 (bulk 1737-1820)"
1182360,_0006_0001_0001-0003,1795,1781-1800,1,Amy,,,Amey,F,,,,,,Alexander W. McRae,,Peter John Cauvy,Petersburg City,"Petersburg (Va.) Free Negro and Slave Records, 1787-1865"
1133677,_0007_0003_0001-0002,1795,1781-1800,1,Rachel,,,,F,,,,Dolly,,Thomas Grinalds,,Catherine Grinalds,Accomack County,"Accomack County (Va.) Deeds, 1701-1838 (bulk 1737-1820)"
1133677,_0007_0003_0001-0002,1795,1781-1800,1,Wafe,,,,Unknown,,,,,,Thomas Grinalds,,Catherine Grinalds,Accomack County,"Accomack County (Va.) Deeds, 1701-1838 (bulk 1737-1820)"
1133677,_0007_0003_0001-0002,1795,1781-1800,1,Harry,,,,Unknown,,,,,,Thomas Grinalds,,Catherine Grinalds,Accomack County,"Accomack County (Va.) Deeds, 1701-1838 (bulk 1737-1820)"
1133677,_0007_0003_0001-0002,1795,1781-1800,1,Pompy,,,,Unknown,,,,,,Thomas Grinalds,,Catherine Grinalds,Accomack County,"Accomack County (Va.) Deeds, 1701-1838 (bulk 1737-1820)"
1133677,_0007_0003_0001-0002,1795,1781-1800,1,Dolly,,,,Unknown,,,,,Rachel,Thomas Grinalds,,Catherine Grinalds,Accomack County,"Accomack County (Va.) Deeds, 1701-1838 (bulk 1737-1820)"
7741628,_0001_0010_0001-0004,1796,1781-1800,1,Sarah,,,,F,,,,,,Caleb Tate,,Archibald King; Joseph King; John King; Elizabeth King,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
1159564,_0008_0005_0001-0002,1796,1781-1800,1,Angeller,,,,F,10,,,,Ilse,John Morrison,,Philip Buckner,Rockingham County,"Rockingham County (Va.) Free Negro and Slave Records, 1783-1861 and undated"
1159564,_0008_0005_0001-0002,1796,1781-1800,1,Sippor,,,,M,25,,,,,John Morrison,,Philip Buckner,Rockingham County,"Rockingham County (Va.) Free Negro and Slave Records, 1783-1861 and undated"
1159564,_0008_0005_0001-0002,1796,1781-1800,1,Ilse,,,,F,50,,,Angeller,,John Morrison,,Philip Buckner,Rockingham County,"Rockingham County (Va.) Free Negro and Slave Records, 1783-1861 and undated"
7741628,_0001_0009_0001-0002,1796,1781-1800,1,Prince,,,,M,,,,,,John Mosley Haden,,John Haden,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
1159564,_0008_0006_0001-0002,1796,1781-1800,1,Alce,,,,F,,old,,,,Philip Buckner,,John Morrison,Rockingham County,"Rockingham County (Va.) Free Negro and Slave Records, 1783-1861 and undated"
1159564,_0008_0006_0001-0002,1796,1781-1800,1,Angiller,,,,F,,,,,,Philip Buckner,,John Morrison,Rockingham County,"Rockingham County (Va.) Free Negro and Slave Records, 1783-1861 and undated"
1159564,_0008_0006_0001-0002,1796,1781-1800,1,Sipio,,,,M,,,,,,Philip Buckner,,John Morrison,Rockingham County,"Rockingham County (Va.) Free Negro and Slave Records, 1783-1861 and undated"
1147037,_0004_0009_0001-0002,1797,1781-1800,1,Sam,,,,M,,mulatto,,,,Henry Wood,,Thomas Miller,Goochland County,"Goochland County (Va.) Free Negro and Slave Records, 1726-1867"
1133719,_0002_0004_0001-0002,1797,1781-1800,1,Esther,,,,F,,,,,,Samuel Johnson,,Isaiah Johnson Sr.,Accomack County,"Accomack County (Va.) Deeds, 1701-1838 (bulk 1737-1820)"
1133719,_0002_0005_0001-0004,1797,1781-1800,1,Frank,,,Francis,M,,,,,,William Silverthorn; Joseph Waggoman,Waggerman,James Dunkin,Accomack County,"Accomack County (Va.) Deeds, 1701-1838 (bulk 1737-1820)"
1133719,_0005_0001_0001-0002,1798,1781-1800,1,Sarah,,,,F,,,,Saborough; Leah; James,,Ann Hatton,,John Kellam,Accomack County,"Accomack County (Va.) Deeds, 1701-1838 (bulk 1737-1820)"
1133719,_0005_0001_0001-0002,1798,1781-1800,1,Lucy,,,,F,,,,Henritta; Rachel,,Ann Hatton,,John Kellam,Accomack County,"Accomack County (Va.) Deeds, 1701-1838 (bulk 1737-1820)"
1133719,_0005_0001_0001-0002,1798,1781-1800,1,Thom,,,,M,,,,,,Ann Hatton,,John Kellam,Accomack County,"Accomack County (Va.) Deeds, 1701-1838 (bulk 1737-1820)"
1133719,_0005_0001_0001-0002,1798,1781-1800,1,Saborough,,,,Unknown,,,,,Sarah,Ann Hatton,,John Kellam,Accomack County,"Accomack County (Va.) Deeds, 1701-1838 (bulk 1737-1820)"
1133719,_0005_0001_0001-0002,1798,1781-1800,1,Leah,,,,Unknown,,,,,Sarah,Ann Hatton,,John Kellam,Accomack County,"Accomack County (Va.) Deeds, 1701-1838 (bulk 1737-1820)"
1133719,_0005_0001_0001-0002,1798,1781-1800,1,James,,,,Unknown,,,,,Sarah,Ann Hatton,,John Kellam,Accomack County,"Accomack County (Va.) Deeds, 1701-1838 (bulk 1737-1820)"
1133719,_0005_0001_0001-0002,1798,1781-1800,1,Henritta,,,,Unknown,,,,,Lucy,Ann Hatton,,John Kellam,Accomack County,"Accomack County (Va.) Deeds, 1701-1838 (bulk 1737-1820)"
1133719,_0005_0001_0001-0002,1798,1781-1800,1,Rachel,,,,Unknown,,,,,Lucy,Ann Hatton,,John Kellam,Accomack County,"Accomack County (Va.) Deeds, 1701-1838 (bulk 1737-1820)"
7741628,_0001_0011_0001-0002,1798,1781-1800,1,Esther,,,,F,,,,Peter,,Henry Tate,,Caleb Tate,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0001_0011_0001-0002,1798,1781-1800,1,Henry,,,,Unknown,,,,,Esther,Henry Tate,,Caleb Tate,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
1133719,_0008_0001_0001-0002,1799,1781-1800,1,Lucy,,,,F,,,,,,Catharine Martin; Elizabeth Martin,,Owen Darby,Accomack County,"Accomack County (Va.) Deeds, 1701-1838 (bulk 1737-1820)"
1188995,_0007_0005_0001-0002,1799,1781-1800,1,Abram,,,,M,,,,,,Edmund Daniell,,John Carrie,Norfolk County,"Norfolk County (Va.) Free Negro and Slave Records, 1718-1862"
1133732,_0001_0001_0001-0002,1799,1781-1800,1,George,,,,M,,,,,,Jacob Bird,,Bagwell Young,Accomack County,"Accomack County (Va.) Deeds, 1701-1838 (bulk 1737-1820)"
7741628,_0001_0012_0001-0002,1799,1781-1800,1,Pompy,,,,M,,,,,,Mary Ann Moseley,,Benjamin Moseley; Estate of John Mosley Dec'd,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0001_0013_0001-0002,1799,1781-1800,1,Pompy,,,,M,,,,,,Mary Ann Moseley,,Benjamin Moseley; Estate of John Mosley Dec'd,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
1133719,_0008_0004_0001-0002,1799,1781-1800,1,Pompy,,,,M,,,,,,William Vessels Sr.,,Smith Melson,Accomack County,"Accomack County (Va.) Deeds, 1701-1838 (bulk 1737-1820)"
7756482,_0001_0002_0001-0002,1800,1781-1800,1,Mike,,,,M,,,,,,Capt Thomas Miller,,heirs of Anna Bower,Goochland County,"Goochland County (Va.) Deeds, 1766-1843"
1133732,_0006_0002_0001-0002,1800,1781-1800,1,Ciller,,,Priscilia,F,,,,,,Matthew Beard,,Joshua George Jr.,Accomack County,"Accomack County (Va.) Deeds, 1701-1838 (bulk 1737-1820)"
1133732,_0006_0003_0001-0002,1800,1781-1800,1,Miriah,,,,F,,,,,,Salathiel West,,Charles West,Accomack County,"Accomack County (Va.) Deeds, 1701-1838 (bulk 1737-1820)"
1133732,_0006_0004_0001-0002,1800,1781-1800,1,Joy,,,,M,,,,,,Samuel Johnson,,Zadock Nock,Accomack County,"Accomack County (Va.) Deeds, 1701-1838 (bulk 1737-1820)"
1156114,_0003_0003_0001-0002,1800,1781-1800,1,Jone,,,,F,,,,,,Thomas Dillard,,John Dillard,Middlesex County,"Middlesex County (Va.) Free Negro and Slave Records, 1764-1802"
1188995,_0007_0006_0001-0001,1800,1781-1800,1,Unidentified,,,,F,,,,,,Unknown,,Estate of John Awajan,Norfolk County,"Norfolk County (Va.) Free Negro and Slave Records, 1718-1862"
1188995,_0007_0006_0001-0001,1800,1781-1800,1,Unidentified,,,,Unknown,,,,,,Unknown,,Estate of John Awajan,Norfolk County,"Norfolk County (Va.) Free Negro and Slave Records, 1718-1862"
1188995,_0007_0006_0001-0001,1800,1781-1800,1,Unidentified,,,,Unknown,,,,,,Unknown,,Estate of John Awajan,Norfolk County,"Norfolk County (Va.) Free Negro and Slave Records, 1718-1862"
1182360,_0006_0002_0001-0002,1801,1801-1820,1,Nancy,,,,F,9,,,,,Abram Leath,,Joseph Uoinard,Petersburg City,"Petersburg (Va.) Free Negro and Slave Records, 1787-1865"
7741628,_0002_0002_0001-0002,1801,1801-1820,1,Rachel,,,,F,,,,,,John Franklin,,Joel Tanner,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0002_0002_0001-0002,1801,1801-1820,1,Silva,,,,F,,,,,,John Franklin,,Joel Tanner,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
1133725,_0001_0002_0001-0002,1801,1801-1820,1,Siller,,,,F,,,,,,Thomas Beard Jr,,Matthew Beard,Accomack County,"Accomack County (Va.) Deeds, 1701-1838 (bulk 1737-1820)"
1133725,_0001_0002_0001-0002,1801,1801-1820,1,Harry,,,,Unknown,,,,,,Thomas Beard Jr,,Matthew Beard,Accomack County,"Accomack County (Va.) Deeds, 1701-1838 (bulk 1737-1820)"
1133725,_0001_0002_0001-0002,1801,1801-1820,1,Clem,,,,Unknown,,,,,,Thomas Beard Jr,,Matthew Beard,Accomack County,"Accomack County (Va.) Deeds, 1701-1838 (bulk 1737-1820)"
1133725,_0001_0002_0001-0002,1801,1801-1820,1,Charlotte,,,,Unknown,,,,,,Thomas Beard Jr,,Matthew Beard,Accomack County,"Accomack County (Va.) Deeds, 1701-1838 (bulk 1737-1820)"
1133725,_0001_0002_0001-0002,1801,1801-1820,1,Daniel,,,Old Daniel,Unknown,,,,,,Thomas Beard Jr,,Matthew Beard,Accomack County,"Accomack County (Va.) Deeds, 1701-1838 (bulk 1737-1820)"
1133725,_0001_0002_0001-0002,1801,1801-1820,1,Leah,,,,Unknown,,,,,,Thomas Beard Jr.,,Matthew Beard,Accomack County,"Accomack County (Va.) Deeds, 1701-1838 (bulk 1737-1820)"
7741628,_0002_0001_0001-0004,1801,1801-1820,1,Mat,,,,Unknown,14,,,,,William Irvine,,William Burton Jr,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0002_0001_0001-0004,1801,1801-1820,1,Moses,,,,Unknown,16,,,,,William Irvine,,William Burton Jr,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
1138014,_0007_0001_0001-0003,1801,1801-1820,1,Dick,,,,M,2,,,,unknown,William Reiley,Riley,Estate of -- Buines,Arlington County,"Arlington County (Va.) Free Negro and Slave Records, 1788-1866"
1138014,_0007_0001_0001-0003,1801,1801-1820,1,Bill,,,,M,3,,,,unknown,William Reiley,Riley,Estate of -- Buines,Arlington County,"Arlington County (Va.) Free Negro and Slave Records, 1788-1866"
1138014,_0007_0001_0001-0003,1801,1801-1820,1,Lett,,,,F,16,,,,,William Reiley,Riley,Estate of -- Buines,Arlington County,"Arlington County (Va.) Free Negro and Slave Records, 1788-1866"
1138014,_0007_0001_0001-0003,1801,1801-1820,1,Unidentified,,,,F,25,,,"Bill, Dick",,William Reiley,Riley,Estate of -- Buines,Arlington County,"Arlington County (Va.) Free Negro and Slave Records, 1788-1866"
1133725,_0001_0001_0001-0002,1801,1801-1820,1,Nany,,,,F,,,,,,William Selby,,James Warrington,Accomack County,"Accomack County (Va.) Deeds, 1701-1838 (bulk 1737-1820)"
7741628,_0002_0003_0001-0002,1801,1801-1820,1,Billy,,,,Unknown,,,,,,William Tharp,,Robert Price,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0002_0003_0001-0002,1801,1801-1820,1,Famaus,,,,Unknown,,,,,,William Tharp,,Robert Price,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0002_0003_0001-0002,1801,1801-1820,1,George,,,,Unknown,,,,,,William Tharp,,Robert Price,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0002_0003_0001-0002,1801,1801-1820,1,Eve,,,,Unknown,,,,,,William Tharp,,Robert Price,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0002_0003_0001-0002,1801,1801-1820,1,Sal,,,,Unknown,,,,,,William Tharp,,Robert Price,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0002_0003_0001-0002,1801,1801-1820,1,Bob,,,,Unknown,,,,,,William Tharp,,Robert Price,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
1133725,_0013_0002_0001-0002,1802,1801-1820,1,Noah,,,,M,11,,,,,James Melvin; Peter Delastatius,,Maxilean Merrill,Accomack County,"Accomack County (Va.) Deeds, 1701-1838 (bulk 1737-1820)"
1133725,_0013_0002_0001-0002,1802,1801-1820,1,Andrew,,,,M,17,,,,,James Melvin; Peter Delastatius,,Maxilean Merrill,Accomack County,"Accomack County (Va.) Deeds, 1701-1838 (bulk 1737-1820)"
7741628,_0002_0004_0001-0002,1802,1801-1820,1,Vilat,,,,F,,,,,,John Franklin,,Edmond Franklin,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
1133868,_0002_0006_0001-0002,1802,1801-1820,1,Amey,,,,F,,,,Eadey,,Josias Ingram,,Peter Tankersley,Lancaster County,"Lancaster County (Va.) Free Negro and Slave Records, 1751-1861"
1133868,_0002_0006_0001-0002,1802,1801-1820,1,Soloman,,,,M,,,,,,Josias Ingram,,Peter Tankersley,Lancaster County,"Lancaster County (Va.) Free Negro and Slave Records, 1751-1861"
1133868,_0002_0006_0001-0002,1802,1801-1820,1,Eadey,,,,Unknown,,,,,,Josias Ingram,,Peter Tankersley,Lancaster County,"Lancaster County (Va.) Free Negro and Slave Records, 1751-1861"
1133725,_0003_0003_0001-0002,1802,1801-1820,1,Leah,,,,F,,,,,,Molly Hall,,John Hall,Accomack County,"Accomack County (Va.) Deeds, 1701-1838 (bulk 1737-1820)"
1133725,_0012_0002_0001-0002,1802,1801-1820,1,Peter,,,,M,,,,,,Stephen Drummond,,John West,Accomack County,"Accomack County (Va.) Deeds, 1701-1838 (bulk 1737-1820)"
1133725,_0009_0004_0001-0002,1803,1801-1820,1,George,,,,M,7,,,,,Cassia Waples,,Samuel Waples,Accomack County,"Accomack County (Va.) Deeds, 1701-1838 (bulk 1737-1820)"
1133725,_0009_0004_0001-0002,1803,1801-1820,1,Bill,,,,M,10,,,,,Cassia Waples,,Samuel Waples,Accomack County,"Accomack County (Va.) Deeds, 1701-1838 (bulk 1737-1820)"
1133868,_0002_0009_0001-0002,1803,1801-1820,1,Adam,,,,Unknown,,,,,,Fanney Lawson,,Henry Lawson Estate,Lancaster County,"Lancaster County (Va.) Free Negro and Slave Records, 1751-1861"
1133868,_0002_0009_0001-0002,1803,1801-1820,1,Caty,,,,Unknown,,,,,,Fanney Lawson,,Henry Lawson Estate,Lancaster County,"Lancaster County (Va.) Free Negro and Slave Records, 1751-1861"
1133725,_0008_0004_0001-0002,1803,1801-1820,1,Isaac,,,,M,,,,,,Henry White; Thomas Abbot,,John Johnson,Accomack County,"Accomack County (Va.) Deeds, 1701-1838 (bulk 1737-1820)"
1133868,_0002_0007_0001-0002,1803,1801-1820,1,Henry,,,,Unknown,,,,,,Joseph Mott,,John Bailey Estate,Lancaster County,"Lancaster County (Va.) Free Negro and Slave Records, 1751-1861"
1133868,_0002_0008_0001-0002,1803,1801-1820,1,Peter,,,,Unknown,,,,,,Richard Davis,,Lewis Jones Estate,Lancaster County,"Lancaster County (Va.) Free Negro and Slave Records, 1751-1861"
1133868,_0002_0007_0001-0002,1803,1801-1820,1,Alce,,,,Unknown,,,,,,Richard Mitchell,,John Bailey Estate,Lancaster County,"Lancaster County (Va.) Free Negro and Slave Records, 1751-1861"
1133868,_0002_0009_0001-0002,1803,1801-1820,1,Mariah,,,,Unknown,,,,,,Sarah C Lawson,,Henry Lawson Estate,Lancaster County,"Lancaster County (Va.) Free Negro and Slave Records, 1751-1861"
1133868,_0002_0009_0001-0002,1803,1801-1820,1,Salley,,,,Unknown,,,,,,Sarah C Lawson,,Henry Lawson Estate,Lancaster County,"Lancaster County (Va.) Free Negro and Slave Records, 1751-1861"
1133868,_0002_0009_0001-0002,1803,1801-1820,1,Spencer,,,,Unknown,,,,,,Sueanne M Lawson,,Henry Lawson Estate,Lancaster County,"Lancaster County (Va.) Free Negro and Slave Records, 1751-1861"
1133868,_0002_0009_0001-0002,1803,1801-1820,1,Fanney,,,,Unknown,,,,,,Sueanne M Lawson,,Henry Lawson Estate,Lancaster County,"Lancaster County (Va.) Free Negro and Slave Records, 1751-1861"
1133868,_0002_0009_0001-0002,1803,1801-1820,1,Daniel,,,,Unknown,,,,,,Thomas Lawson,,Henry Lawson Estate,Lancaster County,"Lancaster County (Va.) Free Negro and Slave Records, 1751-1861"
1133868,_0002_0009_0001-0002,1803,1801-1820,1,Joseph,,,,Unknown,,,,,,Thomas Lawson,,Henry Lawson Estate,Lancaster County,"Lancaster County (Va.) Free Negro and Slave Records, 1751-1861"
1133868,_0002_0009_0001-0002,1803,1801-1820,1,Isaac,,,,Unknown,,,,,,Thomas Lawson,,Henry Lawson Estate,Lancaster County,"Lancaster County (Va.) Free Negro and Slave Records, 1751-1861"
1133868,_0002_0007_0001-0002,1803,1801-1820,1,Easter,,,,Unknown,,,,,,Thomas Shearman,,John Bailey Estate,Lancaster County,"Lancaster County (Va.) Free Negro and Slave Records, 1751-1861"
1133868,_0002_0009_0001-0002,1803,1801-1820,1,Abram,,,,Unknown,,,,,,Widow of Henry Lawson deceased,,Henry Lawson Estate,Lancaster County,"Lancaster County (Va.) Free Negro and Slave Records, 1751-1861"
1133868,_0002_0009_0001-0002,1803,1801-1820,1,Bettey,,,,Unknown,,,,,,Widow of Henry Lawson deceased,,Henry Lawson Estate,Lancaster County,"Lancaster County (Va.) Free Negro and Slave Records, 1751-1861"
1133868,_0002_0009_0001-0002,1803,1801-1820,1,Dinah,,,,Unknown,,,,,,Widow of Henry Lawson deceased,,Henry Lawson Estate,Lancaster County,"Lancaster County (Va.) Free Negro and Slave Records, 1751-1861"
1133868,_0002_0009_0001-0002,1803,1801-1820,1,Solomon,,,,Unknown,,,,,,Widow of Henry Lawson deceased,,Henry Lawson Estate,Lancaster County,"Lancaster County (Va.) Free Negro and Slave Records, 1751-1861"
1133868,_0002_0009_0001-0002,1803,1801-1820,1,Samuel,,,,Unknown,,,,,,Widow of Henry Lawson deceased,,Henry Lawson Estate,Lancaster County,"Lancaster County (Va.) Free Negro and Slave Records, 1751-1861"
