name_location,website,boro,address_area,latitude,longitude,type,color,hov_txt
Hamilton Fish Recreation Center,,Manhattan,East River Bikeway,40.721303,-73.974323,public recycling bin,#824100,public recycling bin<br>Name: Hamilton Fish Recreation Center<br>Address: East River Bikeway
Hamilton Fish Recreation Center,,Manhattan,East River Bikeway,40.722911,-73.973828,public recycling bin,#824100,public recycling bin<br>Name: Hamilton Fish Recreation Center<br>Address: East River Bikeway
Hamilton Fish Recreation Center,,Manhattan,East River Bikeway,40.723896,-73.973184,public recycling bin,#824100,public recycling bin<br>Name: Hamilton Fish Recreation Center<br>Address: East River Bikeway
Hamilton Fish Recreation Center,,Manhattan,East River Bikeway,40.724113,-73.973016,public recycling bin,#824100,public recycling bin<br>Name: Hamilton Fish Recreation Center<br>Address: East River Bikeway
Hamilton Fish Recreation Center,,Manhattan,East River Bikeway,40.725238,-73.972364,public recycling bin,#824100,public recycling bin<br>Name: Hamilton Fish Recreation Center<br>Address: East River Bikeway
Hamilton Fish Recreation Center,,Manhattan,Pitt St,40.720057,-73.981636,public recycling bin,#824100,public recycling bin<br>Name: Hamilton Fish Recreation Center<br>Address: Pitt St
Hansboro,,Manhattan,35 W 134 St,40.812748,-73.939317,public recycling bin,#824100,public recycling bin<br>Name: Hansboro<br>Address: 35 W 134 St
Harlem RBI – Community Group,,Manhattan,333 E 100 St,40.78613,-73.943294,public recycling bin,#824100,public recycling bin<br>Name: Harlem RBI – Community Group<br>Address: 333 E 100 St
Harlem River Ballfield,,Manhattan,Harlem River Park,40.806036,-73.934206,public recycling bin,#824100,public recycling bin<br>Name: Harlem River Ballfield<br>Address: Harlem River Park
Harrison St Basketball Court,,Manhattan,Hudson River Park ,40.718742,-74.013092,public recycling bin,#824100,public recycling bin<br>Name: Harrison St Basketball Court<br>Address: Hudson River Park 
High Line Park,,Manhattan,High Line Park,40.74085,-74.008056,public recycling bin,#824100,public recycling bin<br>Name: High Line Park<br>Address: High Line Park
High Line Park,,Manhattan,High Line Park,40.743298,-74.007034,public recycling bin,#824100,public recycling bin<br>Name: High Line Park<br>Address: High Line Park
High Line Park,,Manhattan,Washington St & Gansevoort St,40.739465,-74.008162,public recycling bin,#824100,public recycling bin<br>Name: High Line Park<br>Address: Washington St & Gansevoort St
Highbridge,,Manhattan,Washington Bridge,40.847983,-73.929251,public recycling bin,#824100,public recycling bin<br>Name: Highbridge<br>Address: Washington Bridge
Highline Entrance+Park,,Manhattan,W 20 St,40.746041,-74.006109,public recycling bin,#824100,public recycling bin<br>Name: Highline Entrance+Park<br>Address: W 20 St
Hudson River Park,,Manhattan,14 St Park,40.742795,-74.008033,public recycling bin,#824100,public recycling bin<br>Name: Hudson River Park<br>Address: 14 St Park
Hudson River Park,,Manhattan,60 Centre Street,40.714666,-74.002176,public recycling bin,#824100,public recycling bin<br>Name: Hudson River Park<br>Address: 60 Centre Street
Hudson River Park,,Manhattan,Battery Park Entrance (State St & Water St),40.702411,-74.012879,public recycling bin,#824100,public recycling bin<br>Name: Hudson River Park<br>Address: Battery Park Entrance (State St & Water St)
Hudson River Park,,Manhattan,Essex St & Delancy St,40.70235,-74.014393,public recycling bin,#824100,public recycling bin<br>Name: Hudson River Park<br>Address: Essex St & Delancy St
Hudson River Park,,Manhattan,Hudson River Park,40.731457,-74.010973,public recycling bin,#824100,public recycling bin<br>Name: Hudson River Park<br>Address: Hudson River Park
Hudson River Park,,Manhattan,Pier 40 Courtyard & Tunel,40.728833,-74.011899,public recycling bin,#824100,public recycling bin<br>Name: Hudson River Park<br>Address: Pier 40 Courtyard & Tunel
Hudson River Park,,Manhattan,Pier 51 Playground,40.738145,-74.010417,public recycling bin,#824100,public recycling bin<br>Name: Hudson River Park<br>Address: Pier 51 Playground
Hudson River Park,,Manhattan,Pier 62 Garden Area,40.748684,-74.008825,public recycling bin,#824100,public recycling bin<br>Name: Hudson River Park<br>Address: Pier 62 Garden Area
Hudson River Park,,Manhattan,Pier 62 Skate Park,40.748507,-74.009283,public recycling bin,#824100,public recycling bin<br>Name: Hudson River Park<br>Address: Pier 62 Skate Park
Hudson River Park,,Manhattan,Pier 66 Seating Area,40.751987,-74.008443,public recycling bin,#824100,public recycling bin<br>Name: Hudson River Park<br>Address: Pier 66 Seating Area
Hudson River Park,,Manhattan,Pier 84 (43 St Bike Shop),40.762839,-74.001011,public recycling bin,#824100,public recycling bin<br>Name: Hudson River Park<br>Address: Pier 84 (43 St Bike Shop)
Hudson River Park,,Manhattan,Pier 95,40.770381,-73.995824,public recycling bin,#824100,public recycling bin<br>Name: Hudson River Park<br>Address: Pier 95
Hudson River Park,,Manhattan,Tennis Courts,40.727097,-74.011512,public recycling bin,#824100,public recycling bin<br>Name: Hudson River Park<br>Address: Tennis Courts
Hudson River Park,,Manhattan,White Hall Ferry Terminal (Indoor & Outdoor),40.701307,-74.011998,public recycling bin,#824100,public recycling bin<br>Name: Hudson River Park<br>Address: White Hall Ferry Terminal (Indoor & Outdoor)
Imagination Playground,,Manhattan,Imagination Playground,40.706124,-74.004217,public recycling bin,#824100,public recycling bin<br>Name: Imagination Playground<br>Address: Imagination Playground
Inwood Dyckman fields,,Manhattan,Inwood Hill Park,40.87126,-73.930765,public recycling bin,#824100,public recycling bin<br>Name: Inwood Dyckman fields<br>Address: Inwood Hill Park
Inwood Dyckman fields,,Manhattan,Inwood Hill Park,40.872594,-73.930199,public recycling bin,#824100,public recycling bin<br>Name: Inwood Dyckman fields<br>Address: Inwood Hill Park
Inwood Hill,,Manhattan,Inwood Hill Park,40.867338,-73.929011,public recycling bin,#824100,public recycling bin<br>Name: Inwood Hill<br>Address: Inwood Hill Park
Inwood Hill Nature Center,,Manhattan,218 St & Indian Rd,40.87303,-73.918427,public recycling bin,#824100,public recycling bin<br>Name: Inwood Hill Nature Center<br>Address: 218 St & Indian Rd
J. Hood Wright,,Manhattan,Jay Hood Wright Park,40.84637,-73.940825,public recycling bin,#824100,public recycling bin<br>Name: J. Hood Wright<br>Address: Jay Hood Wright Park
J. Hood Wright,,Manhattan,Jay Hood Wright Park,40.84696,-73.940028,public recycling bin,#824100,public recycling bin<br>Name: J. Hood Wright<br>Address: Jay Hood Wright Park
Jackie Robinson,,Manhattan,89 Bradhurst Ave,40.824297,-73.942288,public recycling bin,#824100,public recycling bin<br>Name: Jackie Robinson<br>Address: 89 Bradhurst Ave
Jackson Square,,Manhattan,Jackson Square,40.738952,-74.002882,public recycling bin,#824100,public recycling bin<br>Name: Jackson Square<br>Address: Jackson Square
Jacob Javits Playground,,Manhattan,Fort Tyron Park,40.859226,-73.934552,public recycling bin,#824100,public recycling bin<br>Name: Jacob Javits Playground<br>Address: Fort Tyron Park
Jacob Schiff,,Manhattan,Jacob Schiff Playground ,40.820071,-73.952107,public recycling bin,#824100,public recycling bin<br>Name: Jacob Schiff<br>Address: Jacob Schiff Playground 
John Jay Park,,Manhattan,John Jay Park,40.769445,-73.949898,public recycling bin,#824100,public recycling bin<br>Name: John Jay Park<br>Address: John Jay Park
"Life Spire (CRMD, Inc.)",,Manhattan,2015 Lexington Avenue ,40.802588,-73.938468,public recycling bin,#824100,"public recycling bin<br>Name: Life Spire (CRMD, Inc.)<br>Address: 2015 Lexington Avenue "
Lincoln Square,,Manhattan,Broadway & 63 St ,40.771372,-73.982072,public recycling bin,#824100,public recycling bin<br>Name: Lincoln Square<br>Address: Broadway & 63 St 
Lincoln Square,,Manhattan,Broadway & 66 St,40.773715,-73.981957,public recycling bin,#824100,public recycling bin<br>Name: Lincoln Square<br>Address: Broadway & 66 St
Maggie's Garden,,Manhattan,1547 Lexington Ave,40.828677,-73.948059,public recycling bin,#824100,public recycling bin<br>Name: Maggie's Garden<br>Address: 1547 Lexington Ave
McCaffry Plgd – Parks,,Manhattan,W 43 St Btwn 8 & 9 Ave,40.758977,-73.991396,public recycling bin,#824100,public recycling bin<br>Name: McCaffry Plgd – Parks<br>Address: W 43 St Btwn 8 & 9 Ave
Mobilization for Change Community Garden,,Manhattan,955 Columbus Avenue ,40.799707,-73.962203,public recycling bin,#824100,public recycling bin<br>Name: Mobilization for Change Community Garden<br>Address: 955 Columbus Avenue 
Morningside Park,,Manhattan,Morningside Ave,40.80413,-73.958298,public recycling bin,#824100,public recycling bin<br>Name: Morningside Park<br>Address: Morningside Ave
Morningside Park,,Manhattan,Morningside Dr,40.801921,-73.960854,public recycling bin,#824100,public recycling bin<br>Name: Morningside Park<br>Address: Morningside Dr
Morningside Park,,Manhattan,W 113 St,40.803133,-73.958336,public recycling bin,#824100,public recycling bin<br>Name: Morningside Park<br>Address: W 113 St
Morningside Park,,Manhattan,W 116 St,40.805621,-73.958455,public recycling bin,#824100,public recycling bin<br>Name: Morningside Park<br>Address: W 116 St
Morris Jumel Ecological Garden,,Manhattan,455-457 W 162nd Street ,40.835708,-73.939122,public recycling bin,#824100,public recycling bin<br>Name: Morris Jumel Ecological Garden<br>Address: 455-457 W 162nd Street 
Museum of Natural History/Planitarium,,Manhattan,Central Park West,40.780558,-73.972924,public recycling bin,#824100,public recycling bin<br>Name: Museum of Natural History/Planitarium<br>Address: Central Park West
Museum of Natural History/Planitarium,,Manhattan,W 78 St & Columbus Ave,40.781265,-73.975927,public recycling bin,#824100,public recycling bin<br>Name: Museum of Natural History/Planitarium<br>Address: W 78 St & Columbus Ave
Museum of Natural History/Planitarium,,Manhattan,W 79 St & Columbus Ave,40.781936,-73.97542,public recycling bin,#824100,public recycling bin<br>Name: Museum of Natural History/Planitarium<br>Address: W 79 St & Columbus Ave
Museum of Natural History/Planitarium,,Manhattan,W 81 St Loop,40.782175,-73.972256,public recycling bin,#824100,public recycling bin<br>Name: Museum of Natural History/Planitarium<br>Address: W 81 St Loop
Museum of Natural History/Planitarium,,Manhattan,W 81 St Loop,40.782666,-73.973215,public recycling bin,#824100,public recycling bin<br>Name: Museum of Natural History/Planitarium<br>Address: W 81 St Loop
Our Little Green Acres (Garden Eight),,Manhattan,275-277 W. 122nd St.,40.808183,-73.95205,public recycling bin,#824100,public recycling bin<br>Name: Our Little Green Acres (Garden Eight)<br>Address: 275-277 W. 122nd St.
Park Row & Beekman Street,,Manhattan,Outside Plaza  Entrance,40.711826,-74.007142,public recycling bin,#824100,public recycling bin<br>Name: Park Row & Beekman Street<br>Address: Outside Plaza  Entrance
Parks Council Success Garden- P.S. 175 I.S. 275,,Manhattan,116-122 West 134th Street ,40.814478,-73.943498,public recycling bin,#824100,public recycling bin<br>Name: Parks Council Success Garden- P.S. 175 I.S. 275<br>Address: 116-122 West 134th Street 
Payson Playground,,Manhattan,Inwood Hill Park,40.867205,-73.929121,public recycling bin,#824100,public recycling bin<br>Name: Payson Playground<br>Address: Inwood Hill Park
Pelham Fritz,,Manhattan,18 Mount Morris Park,40.805463,-73.946284,public recycling bin,#824100,public recycling bin<br>Name: Pelham Fritz<br>Address: 18 Mount Morris Park
Pier 25,,Manhattan,"Pier 25 West End, Hudson River Park",40.720478,-74.016223,public recycling bin,#824100,"public recycling bin<br>Name: Pier 25<br>Address: Pier 25 West End, Hudson River Park"
Pier 25 Mini Golf & Skate Park,,Manhattan,Hudson River Park ,40.720176,-74.013949,public recycling bin,#824100,public recycling bin<br>Name: Pier 25 Mini Golf & Skate Park<br>Address: Hudson River Park 
Pier 25 Playground,,Manhattan,"Pier 25 Playground West Gate, Hudson River Park",40.719714,-74.012943,public recycling bin,#824100,"public recycling bin<br>Name: Pier 25 Playground<br>Address: Pier 25 Playground West Gate, Hudson River Park"
Pier 40,,Manhattan,"Pier 40 Courtyard & Tunnel, Hudson River Park",40.72917,-74.011317,public recycling bin,#824100,"public recycling bin<br>Name: Pier 40<br>Address: Pier 40 Courtyard & Tunnel, Hudson River Park"
Pier 40 Dog Run,,Manhattan,"Pier 40, Hudson River Park",40.73038,-74.011005,public recycling bin,#824100,"public recycling bin<br>Name: Pier 40 Dog Run<br>Address: Pier 40, Hudson River Park"
Pier 40 Roof,,Manhattan,"Pier 40, Hudson River Park",40.728828,-74.011903,public recycling bin,#824100,"public recycling bin<br>Name: Pier 40 Roof<br>Address: Pier 40, Hudson River Park"
Pier 45,,Manhattan,Hudson River Park ,40.732971,-74.010875,public recycling bin,#824100,public recycling bin<br>Name: Pier 45<br>Address: Hudson River Park 
Pier 57,,Manhattan,Hudson River Park ,40.74341,-74.009,public recycling bin,#824100,public recycling bin<br>Name: Pier 57<br>Address: Hudson River Park 
Pier 84 (44 St Park Building),,Manhattan,Hudson River Park ,40.763247,-74.000042,public recycling bin,#824100,public recycling bin<br>Name: Pier 84 (44 St Park Building)<br>Address: Hudson River Park 
Pleasant Village Community Garden,,Manhattan,342-353 Pleasant Ave./502 E. 119th Street,40.796609,-73.931602,public recycling bin,#824100,public recycling bin<br>Name: Pleasant Village Community Garden<br>Address: 342-353 Pleasant Ave./502 E. 119th Street
Promenade South,,Manhattan,Hudson River Park ,40.707656,-74.015976,public recycling bin,#824100,public recycling bin<br>Name: Promenade South<br>Address: Hudson River Park 
Rec Center  54,,Manhattan,E 54 St Btwn 1 Ave & 2 Ave,40.756564,-73.965043,public recycling bin,#824100,public recycling bin<br>Name: Rec Center  54<br>Address: E 54 St Btwn 1 Ave & 2 Ave
Riverside Park- Plgd @ 83rd St.,,Manhattan,Riverside Park,40.787059,-73.982257,public recycling bin,#824100,public recycling bin<br>Name: Riverside Park- Plgd @ 83rd St.<br>Address: Riverside Park
Rucker Park-parks,,Manhattan,155 St & Frederick Douglass Blvd,40.829744,-73.936431,public recycling bin,#824100,public recycling bin<br>Name: Rucker Park-parks<br>Address: 155 St & Frederick Douglass Blvd
Sara D. Roosevelt,,Manhattan,Chrystie St,40.721035,-73.991596,public recycling bin,#824100,public recycling bin<br>Name: Sara D. Roosevelt<br>Address: Chrystie St
Seward park,,Manhattan,Seward park,40.714603,-73.990111,public recycling bin,#824100,public recycling bin<br>Name: Seward park<br>Address: Seward park
Sixth St. & Ave. B,,Manhattan,78-92 Avenue B,40.724254,-73.982088,public recycling bin,#824100,public recycling bin<br>Name: Sixth St. & Ave. B<br>Address: 78-92 Avenue B
Soho Parnership,,Manhattan,Broadway &  Prince St ,40.724319,-73.997828,public recycling bin,#824100,public recycling bin<br>Name: Soho Parnership<br>Address: Broadway &  Prince St 
Soho Partnership,,Manhattan,Spring St & Lafayette St,40.72227,-73.997287,public recycling bin,#824100,public recycling bin<br>Name: Soho Partnership<br>Address: Spring St & Lafayette St
St. Catherine's ,,Manhattan,St. Catherine's Park,40.76512,-73.958509,public recycling bin,#824100,public recycling bin<br>Name: St. Catherine's <br>Address: St. Catherine's Park
St. Nicholas,,Manhattan,135 St & St. Nicholas Ave,40.817272,-73.948248,public recycling bin,#824100,public recycling bin<br>Name: St. Nicholas<br>Address: 135 St & St. Nicholas Ave
St. Vartan's ,,Manhattan,St. Vartan's Park,40.744858,-73.973764,public recycling bin,#824100,public recycling bin<br>Name: St. Vartan's <br>Address: St. Vartan's Park
Stuyvesant- Parks,,Manhattan,East River Bikeway,40.73277,-73.97406,public recycling bin,#824100,public recycling bin<br>Name: Stuyvesant- Parks<br>Address: East River Bikeway
Thomas Jefferson,,Manhattan,Jefferson Park,40.793412,-73.937115,public recycling bin,#824100,public recycling bin<br>Name: Thomas Jefferson<br>Address: Jefferson Park
Thomas Payne,,Manhattan,Centre St & Worth St,40.715059,-74.002355,public recycling bin,#824100,public recycling bin<br>Name: Thomas Payne<br>Address: Centre St & Worth St
Thomas Payne,,Manhattan,Duane St & Centre St,40.714045,-74.003135,public recycling bin,#824100,public recycling bin<br>Name: Thomas Payne<br>Address: Duane St & Centre St
Thomas Payne,,Manhattan,Duane St & Lafayette St,40.714224,-74.003285,public recycling bin,#824100,public recycling bin<br>Name: Thomas Payne<br>Address: Duane St & Lafayette St
Thomas Payne,,Manhattan,Lafayette St & Worth St,40.715355,-74.002982,public recycling bin,#824100,public recycling bin<br>Name: Thomas Payne<br>Address: Lafayette St & Worth St
Times Square,,Manhattan,42 St Btwn Broadway & 7 Ave,40.755914,-73.986712,public recycling bin,#824100,public recycling bin<br>Name: Times Square<br>Address: 42 St Btwn Broadway & 7 Ave
Tompkins Square Park,,Manhattan,Avenue A & E 7 St,40.72603,-73.983353,public recycling bin,#824100,public recycling bin<br>Name: Tompkins Square Park<br>Address: Avenue A & E 7 St
Tompkins Square Park,,Manhattan,Avenue A & St. Mark's Pl,40.726599,-73.982985,public recycling bin,#824100,public recycling bin<br>Name: Tompkins Square Park<br>Address: Avenue A & St. Mark's Pl
Tompkins Square Park,,Manhattan,Avenue B & E 8 St,40.725698,-73.980843,public recycling bin,#824100,public recycling bin<br>Name: Tompkins Square Park<br>Address: Avenue B & E 8 St
Tony Dapolito,,Manhattan,1 Clarkson St,40.729474,-74.005489,public recycling bin,#824100,public recycling bin<br>Name: Tony Dapolito<br>Address: 1 Clarkson St
Tribeca Partnership,,Manhattan,Greenwich & North Moore,40.719979,-74.010272,public recycling bin,#824100,public recycling bin<br>Name: Tribeca Partnership<br>Address: Greenwich & North Moore
Union Square ,,Manhattan,Union Square Park,40.735243,-73.991012,public recycling bin,#824100,public recycling bin<br>Name: Union Square <br>Address: Union Square Park
Union Square ,,Manhattan,Union Square Park,40.735219,-73.991603,public recycling bin,#824100,public recycling bin<br>Name: Union Square <br>Address: Union Square Park
Union Square ,,Manhattan,Union Square Park,40.735292,-73.991614,public recycling bin,#824100,public recycling bin<br>Name: Union Square <br>Address: Union Square Park
Union Square ,,Manhattan,Union Square Park,40.737023,-73.990324,public recycling bin,#824100,public recycling bin<br>Name: Union Square <br>Address: Union Square Park
Union Square ,,Manhattan,Union Square Park,40.736535,-73.989754,public recycling bin,#824100,public recycling bin<br>Name: Union Square <br>Address: Union Square Park
Union Square ,,Manhattan,Union Square Park,40.736122,-73.98963,public recycling bin,#824100,public recycling bin<br>Name: Union Square <br>Address: Union Square Park
Union Square ,,Manhattan,Union Square Park,40.73534,-73.990127,public recycling bin,#824100,public recycling bin<br>Name: Union Square <br>Address: Union Square Park
Verdi Square,,Manhattan,Verdi Square,40.77878,-73.981788,public recycling bin,#824100,public recycling bin<br>Name: Verdi Square<br>Address: Verdi Square
Vesuvio Playground,,Manhattan,Thompson St,40.72534,-74.002324,public recycling bin,#824100,public recycling bin<br>Name: Vesuvio Playground<br>Address: Thompson St
Wall Street (South/Front),,Manhattan,107 Wall Street,40.704695,-74.006729,public recycling bin,#824100,public recycling bin<br>Name: Wall Street (South/Front)<br>Address: 107 Wall Street
Wall Street (Water/Front),,Manhattan,100 Wall Street,40.704919,-74.007084,public recycling bin,#824100,public recycling bin<br>Name: Wall Street (Water/Front)<br>Address: 100 Wall Street
Warren & Greenwich,,Manhattan,270 Greenwich Street,40.715575,-74.011301,public recycling bin,#824100,public recycling bin<br>Name: Warren & Greenwich<br>Address: 270 Greenwich Street
Washington Market Playground,,Manhattan,Washington Market Park,40.717298,-74.011001,public recycling bin,#824100,public recycling bin<br>Name: Washington Market Playground<br>Address: Washington Market Park
Washington Square Park,,Manhattan,Washington Square Park,40.729689,-73.99662,public recycling bin,#824100,public recycling bin<br>Name: Washington Square Park<br>Address: Washington Square Park
West 124th Street Community Garden,,Manhattan,West 124th Street and 5th Avenue ,40.806938,-73.945301,public recycling bin,#824100,public recycling bin<br>Name: West 124th Street Community Garden<br>Address: West 124th Street and 5th Avenue 
West 4th St. Courts (PLGD),,Manhattan,6 Ave Btwn W 3 St & W 4 St,40.731315,-74.000988,public recycling bin,#824100,public recycling bin<br>Name: West 4th St. Courts (PLGD)<br>Address: 6 Ave Btwn W 3 St & W 4 St
West End Avenuw,,Manhattan,West End Ave & 86 St,40.788757,-73.977788,public recycling bin,#824100,public recycling bin<br>Name: West End Avenuw<br>Address: West End Ave & 86 St
Whitehall Ferry Terminal,,Manhattan,State Street outside Whitehall Ferry Terminal ,40.702335,-74.014384,public recycling bin,#824100,public recycling bin<br>Name: Whitehall Ferry Terminal<br>Address: State Street outside Whitehall Ferry Terminal 
A.R.R.O.W. Field house,,Queens,35-30 35 St,40.755803,-73.92631,public recycling bin,#824100,public recycling bin<br>Name: A.R.R.O.W. Field house<br>Address: 35-30 35 St
Abe Wolfson,,Queens,Abe Wolfson,40.728344,-73.815159,public recycling bin,#824100,public recycling bin<br>Name: Abe Wolfson<br>Address: Abe Wolfson
Addabo Park,,Queens,Addabo Park,40.673137,-73.85461,public recycling bin,#824100,public recycling bin<br>Name: Addabo Park<br>Address: Addabo Park
Al Oerter Rec Center ,,Queens,131-40 Fowler Ave,40.751418,-73.833843,public recycling bin,#824100,public recycling bin<br>Name: Al Oerter Rec Center <br>Address: 131-40 Fowler Ave
Alley Pond Environmental,,Queens,22806 Northern Blvd,40.76269,-73.753297,public recycling bin,#824100,public recycling bin<br>Name: Alley Pond Environmental<br>Address: 22806 Northern Blvd
"Alley Springfield, picnic and athletic",,Queens,Alley Pond Park,40.740063,-73.734291,public recycling bin,#824100,"public recycling bin<br>Name: Alley Springfield, picnic and athletic<br>Address: Alley Pond Park"
"Alley Springfield, picnic and athletic",,Queens,Alley Pond Park,40.739523,-73.734881,public recycling bin,#824100,"public recycling bin<br>Name: Alley Springfield, picnic and athletic<br>Address: Alley Pond Park"
"Alley Springfield, picnic and athletic",,Queens,Alley Pond Park,40.739295,-73.735873,public recycling bin,#824100,"public recycling bin<br>Name: Alley Springfield, picnic and athletic<br>Address: Alley Pond Park"
"Alley Springfield, picnic and athletic",,Queens,Alley Pond Park,40.738986,-73.737665,public recycling bin,#824100,"public recycling bin<br>Name: Alley Springfield, picnic and athletic<br>Address: Alley Pond Park"
"Alley Springfield, picnic and athletic",,Queens,Alley Pond Park,40.739758,-73.73546,public recycling bin,#824100,"public recycling bin<br>Name: Alley Springfield, picnic and athletic<br>Address: Alley Pond Park"
Astoria Park,,Queens,Astoria Park S,40.776788,-73.92753,public recycling bin,#824100,public recycling bin<br>Name: Astoria Park<br>Address: Astoria Park S
Austin E,,Queens,Ehrenreich-Austin Playground,40.715851,-73.836995,public recycling bin,#824100,public recycling bin<br>Name: Austin E<br>Address: Ehrenreich-Austin Playground
B.C.C.A. Mini-Park and Garden,,Queens,150-14 115th Drive ,40.683453,-73.79213,public recycling bin,#824100,public recycling bin<br>Name: B.C.C.A. Mini-Park and Garden<br>Address: 150-14 115th Drive 
Baisley Pond Park,,Queens,155 St & 118 Ave,40.681366,-73.787854,public recycling bin,#824100,public recycling bin<br>Name: Baisley Pond Park<br>Address: 155 St & 118 Ave
Baisley Pond Park,,Queens,155 St & 125 Ave,40.675268,-73.786905,public recycling bin,#824100,public recycling bin<br>Name: Baisley Pond Park<br>Address: 155 St & 125 Ave
Baisley Pond Park,,Queens,Lakeview Blvd & 118 Ave,40.682418,-73.785392,public recycling bin,#824100,public recycling bin<br>Name: Baisley Pond Park<br>Address: Lakeview Blvd & 118 Ave
Bland Playground,,Queens,Bland Playground,40.758381,-73.831008,public recycling bin,#824100,public recycling bin<br>Name: Bland Playground<br>Address: Bland Playground
Block Association #81,,Queens,Inwood Stree between Lakewood & Shore Aves,40.690594,-73.803822,public recycling bin,#824100,public recycling bin<br>Name: Block Association #81<br>Address: Inwood Stree between Lakewood & Shore Aves
Brookville Park,,Queens,143 Ave,40.66346,-73.741329,public recycling bin,#824100,public recycling bin<br>Name: Brookville Park<br>Address: 143 Ave
Brookville Park,,Queens,147 Ave,40.657674,-73.748388,public recycling bin,#824100,public recycling bin<br>Name: Brookville Park<br>Address: 147 Ave
Brookville Park,,Queens,232 St,40.661051,-73.746639,public recycling bin,#824100,public recycling bin<br>Name: Brookville Park<br>Address: 232 St
Buzz O'Rourke Playground,,Queens,Crocheron Park,40.770753,-73.77174,public recycling bin,#824100,public recycling bin<br>Name: Buzz O'Rourke Playground<br>Address: Crocheron Park
Byrne Park,,Queens,135 Ave btwn 131 St & 132 St,40.667505,-73.807496,public recycling bin,#824100,public recycling bin<br>Name: Byrne Park<br>Address: 135 Ave btwn 131 St & 132 St
Captain Tilly,,Queens,Captain Tilly Park,40.712529,-73.799377,public recycling bin,#824100,public recycling bin<br>Name: Captain Tilly<br>Address: Captain Tilly Park
Charybdis plgd,,Queens,Astoria Park,40.779897,-73.922391,public recycling bin,#824100,public recycling bin<br>Name: Charybdis plgd<br>Address: Astoria Park
Crocheron Park,,Queens,33 Rd & 215 Pl,40.77208,-73.769438,public recycling bin,#824100,public recycling bin<br>Name: Crocheron Park<br>Address: 33 Rd & 215 Pl
Culinary Kids,,Queens,30-15 Seagirt Blvd. @ Beach 31st Street,40.595548,-73.762266,public recycling bin,#824100,public recycling bin<br>Name: Culinary Kids<br>Address: 30-15 Seagirt Blvd. @ Beach 31st Street
Cunningham Ballfields,,Queens,Cunningham Park,40.736722,-73.770538,public recycling bin,#824100,public recycling bin<br>Name: Cunningham Ballfields<br>Address: Cunningham Park
Cunningham Ballfields,,Queens,Cunningham Park,40.73523,-73.772083,public recycling bin,#824100,public recycling bin<br>Name: Cunningham Ballfields<br>Address: Cunningham Park
Cunningham Picnic,,Queens,Cunningham Park,40.730966,-73.772458,public recycling bin,#824100,public recycling bin<br>Name: Cunningham Picnic<br>Address: Cunningham Park
Cunningham Soccer,,Queens,Cunningham Park,40.73836,-73.764991,public recycling bin,#824100,public recycling bin<br>Name: Cunningham Soccer<br>Address: Cunningham Park
Cunningham tennis courts,,Queens,Cunningham Park,40.730117,-73.7727,public recycling bin,#824100,public recycling bin<br>Name: Cunningham tennis courts<br>Address: Cunningham Park
Cunningham tennis courts,,Queens,Cunningham Park,40.729499,-73.772888,public recycling bin,#824100,public recycling bin<br>Name: Cunningham tennis courts<br>Address: Cunningham Park
Detective Keith Williams,,Queens,Detective Keith Williams Park,40.701915,-73.783477,public recycling bin,#824100,public recycling bin<br>Name: Detective Keith Williams<br>Address: Detective Keith Williams Park
Elmhurst Park,,Queens,Elmhurst Park,40.730193,-73.885302,public recycling bin,#824100,public recycling bin<br>Name: Elmhurst Park<br>Address: Elmhurst Park
Flushing Meadows Corona Park,,Queens,Amphitheater Bridge,40.740388,-73.841879,public recycling bin,#824100,public recycling bin<br>Name: Flushing Meadows Corona Park<br>Address: Amphitheater Bridge
Flushing Meadows Corona Park,,Queens,Baseball Field 13,40.728112,-73.835592,public recycling bin,#824100,public recycling bin<br>Name: Flushing Meadows Corona Park<br>Address: Baseball Field 13
Flushing Meadows Corona Park,,Queens,Dinosaur Playground,40.735169,-73.843435,public recycling bin,#824100,public recycling bin<br>Name: Flushing Meadows Corona Park<br>Address: Dinosaur Playground
Flushing Meadows Corona Park,,Queens,"Field 2, Avenue of Commerce",40.749151,-73.840066,public recycling bin,#824100,"public recycling bin<br>Name: Flushing Meadows Corona Park<br>Address: Field 2, Avenue of Commerce"
Flushing Meadows Corona Park,,Queens,Meadow Lake Trail E,40.737039,-73.837856,public recycling bin,#824100,public recycling bin<br>Name: Flushing Meadows Corona Park<br>Address: Meadow Lake Trail E
Flushing Meadows Corona Park,,Queens,Meadow Lake Trail W,40.7333,-73.841976,public recycling bin,#824100,public recycling bin<br>Name: Flushing Meadows Corona Park<br>Address: Meadow Lake Trail W
Flushing Meadows Corona Park,,Queens,Unisphere,40.746639,-73.844583,public recycling bin,#824100,public recycling bin<br>Name: Flushing Meadows Corona Park<br>Address: Unisphere
Flushing Meadows Corona Park,,Queens,United Nations Ave S,40.744249,-73.844068,public recycling bin,#824100,public recycling bin<br>Name: Flushing Meadows Corona Park<br>Address: United Nations Ave S
Flushing Meadows Pool,,Queens,Avery Ave & 131 St,40.751882,-73.837459,public recycling bin,#824100,public recycling bin<br>Name: Flushing Meadows Pool<br>Address: Avery Ave & 131 St
Forest Park,,Queens,Bandshell,40.698413,-73.857672,public recycling bin,#824100,public recycling bin<br>Name: Forest Park<br>Address: Bandshell
