LICENSE_NBR,LIC_STATUS,BUSINESS_NAME,BUSINESS_NAME2,BUILDING,STREET,CITY,STATE,ZIP,SWC_TYPE,SWC_SQ_FT,SWC_TABLES,SWC_CHAIRS,DOHMH,LATITUDE,LONGITUDE,COMMUNITY_DISTRICT,CITY_COUNCIL_DISTRICT,CD_URL,APP_ID,APP_SWC_TYPE,APP_SQ_FT,APP_TABLES,APP_CHAIRS,APP_STATUS,APP_STATUS_DATE,EXPIRATION_DATE,APP_TOO_DATE,SUBMIT_DATE,INTAKE,INTAKE_DD,DPQA,SEND_PACKAGE_DD,CP,CP_DD,CB,CB_DD,HEARING,HEARING_DD,HEARING_PUBLIC,HEARING_PUBLIC_DD,CC,CC_DD,MOO,MOO_DD,ISSUANCE,ISSUANCE_DD
1345353-DCA,Active,HL KOELN CORP.,DER SCHWARZE KOELNER,710,FULTON ST,BROOKLYN,NY,11217,Unenclosed,503,30,66,41435738,40.68575896321305,-73.9735919861364,302,35,http://www.nyc.gov/html/bkncb2/html/home/home.shtml,12140-2018-RSWC,Unenclosed,503,30,66,Application Review Completed,08/31/2018,09/15/2020,,08/31/2018,Ready For Review,08/31/2018,Approved,,,,,,,,,,,,,,Issued,08/31/2018
2011155-DCA,Inactive,GREENWICH BBQ LLC,,75,GREENWICH AVE,NEW YORK,NY,10014,Unenclosed,200,10,20,50008145,40.736707517407545,-74.00133512236988,102,3,http://www.nyc.gov/manhattancb2,32765-2018-RSWC,Unenclosed,200,10,20,Pending Review,01/07/2020,02/01/2020,02/01/2020,12/19/2018,Ready For Review,12/19/2018,Issued Temp Op Letter,12/19/2018,Pending Review,12/19/2018,Recommend Approval,01/29/2019,Waived,01/31/2019,,,Review Period Expired,02/21/2019,Approved,02/26/2020,Pending Review,
2024390-DCA,Inactive,LEVANTINO LLC,VINO LEVANTINO,210,W 94TH ST,NEW YORK,NY,10025,Unenclosed,133,6,14,50002703,40.79300703626893,-73.97211207085738,107,6,http://www.nyc.gov/mcb7,3481-2020-RSWC,Unenclosed,133,6,14,Pending Review,02/19/2020,03/19/2020,03/19/2020,02/19/2020,Ready For Review,02/19/2020,Issued Temp Op Letter,,Pending Review,,Pending Review,,Pending Review,,,,Pending Review,,Pending Review,,Pending Review,
2019413-DCA,Inactive,SIBECA CORPORATION,POLLOS MARIO,4019,BROADWAY,ASTORIA,NY,11103,Enclosed,366,10,30,40596549,40.75886151664885,-73.91816586218823,401,22,http://www.nyc.gov/html/qnscb1/html/home/home.shtml,21224-2019-RSWC,Enclosed,366,10,30,Pending Review,10/31/2019,03/29/2020,03/29/2020,05/31/2019,Ready For Review,05/31/2019,Issued Temp Op Letter,05/31/2019,Pending Review,05/31/2019,Pending Review,05/31/2019,Pending Review,,,,Pending Review,,Pending Review,,Pending Review,
1380748-DCA,Inactive,201 WEST 103 CORP.,BUCA,203,W 103RD ST,NEW YORK,NY,10025,Unenclosed,90,5,10,41523265,40.79879167300281,-73.96734567741494,107,7,http://www.nyc.gov/mcb7,30474-2018-RSWC,Unenclosed,90,5,10,Application Review Completed,04/11/2019,12/15/2020,,12/04/2018,Ready For Review,12/04/2018,Approved,12/04/2018,,,Recommend Approval,01/24/2019,Waived,01/24/2019,,,Review Period Expired,02/14/2019,Approved,04/11/2019,Issued,04/11/2019
1160623-DCA,Active,"WOGIE'S, INC.",WOGIES,39,GREENWICH AVE,NEW YORK,NY,10014,Unenclosed,297,14,28,41011581,40.73535710538385,-74.00053403812453,102,3,http://www.nyc.gov/manhattancb2,27120-2018-RSWC,Unenclosed,297,14,28,Application Review Completed,04/09/2019,09/15/2020,,11/09/2018,Ready For Review,11/09/2018,Approved,11/09/2018,,,Review Period Expired,12/27/2018,Waived,12/27/2018,,,Review Period Expired,01/17/2019,Approved,04/09/2019,Issued,04/09/2019
2049156-DCA,Active,THE ALCOVE RESTAURANT INC,THE ALCOVE RESTAURANT,4111,49TH ST,SUNNYSIDE,NY,11104,Unenclosed,102,4,12,50044553,40.74598376190236,-73.91520430267187,402,26,http://www.cb2queens.org/,26579-2019-RSWC,Unenclosed,102,4,12,Application Review Completed,01/27/2020,09/15/2021,,09/13/2019,Ready For Review,09/13/2019,Approved,09/19/2019,,,Review Period Expired,11/07/2019,Waived,11/07/2019,,,Review Period Expired,11/28/2019,Approved,01/27/2020,Issued,01/27/2020
2087054-DCA,Active,HEYDAY COCKTAIL AND CAFE LLC,,773,FULTON ST,BROOKLYN,NY,11217,Unenclosed,103,5,10,50091554,40.686277757126255,-73.97373240336796,302,35,http://www.nyc.gov/html/bkncb2/html/home/home.shtml,4604-2019-ASWC,Unenclosed,103,5,10,Application Review Completed,10/01/2019,12/15/2021,,04/22/2019,Ready For Review,04/22/2019,Approved,04/22/2019,,,Recommend Approval,05/30/2019,Recommendation Issued,06/12/2019,SWC Public Hearing,06/12/2019,Review Period Expired,07/04/2019,,,Issued,10/01/2019
0953744-DCA,Inactive,"442 AMSTERDAM REST., CORP.",THE GIN MILL,442,AMSTERDAM AVE,NEW YORK,NY,10024,Unenclosed,180,8,14,40551234,40.78475752884112,-73.97739126007859,107,6,http://www.nyc.gov/mcb7,413-2020-RSWC,Unenclosed,180,8,14,Pending Review,04/06/2020,07/06/2020,07/06/2020,01/10/2020,Ready For Review,01/10/2020,Issued Temp Op Letter,01/10/2020,Pending Review,01/10/2020,Pending Review,01/10/2020,Pending Review,,SWC Public Hearing,02/26/2020,Pending Review,,Pending Review,,Pending Review,
1188827-DCA,Active,"POINT JUDITH, LLC",,96,2ND AVE,NEW YORK,NY,10003,Unenclosed,146,8,16,40935628,40.726998761958995,-73.98858456282818,103,2,http://www.nyc.gov/manhattancb3,17407-2019-RSWC,Unenclosed,146,8,16,Application Review Completed,09/18/2019,04/15/2021,,04/10/2019,Ready For Review,04/10/2019,Approved,04/12/2019,,,Review Period Expired,06/04/2019,Waived,06/04/2019,,,Review Period Expired,06/25/2019,Approved,09/18/2019,Issued,09/18/2019
2012536-DCA,Active,TOTORE PIZZERIA & RESTAURANT INC,,3620,DITMARS BLVD,ASTORIA,NY,11105,Unenclosed,212,10,20,40544948,40.77376046495772,-73.90790110092418,401,22,http://www.nyc.gov/html/qnscb1/html/home/home.shtml,12474-2018-RSWC,Unenclosed,212,10,20,Application Review Completed,02/05/2020,09/15/2020,,09/07/2018,Ready For Review,09/07/2018,Approved,,,,,,,,,,,,,,Issued,09/07/2018
1343042-DCA,Active,188 AVE A TAKE OUT FOOD CORP.,,188,AVENUE A,NEW YORK,NY,10009,Unenclosed,286,14,28,41375676,40.72889169107755,-73.98129965492632,103,2,http://www.nyc.gov/manhattancb3,7603-2019-RSWC,Unenclosed,286,14,28,Application Review Completed,07/29/2019,12/15/2020,,02/11/2019,Ready For Review,02/11/2019,Approved,02/12/2019,,,Review Period Expired,04/02/2019,Waived,04/02/2019,,,Review Period Expired,04/23/2019,Approved,07/29/2019,Issued,07/29/2019
1136163-DCA,Inactive,LENOX ROOM CORP.,,1278,3RD AVE,NEW YORK,NY,10021,Unenclosed,85,4,8,40400657,40.770757427960284,-73.96010275250957,108,4,http://www.cb8m.com/,28269-2019-RSWC,Unenclosed,85,4,8,Application Denied,03/02/2020,02/26/2020,02/26/2020,09/30/2019,Ready For Review,09/30/2019,Denied - Refund Request,10/01/2019,,,Review Period Expired,11/27/2019,Waived,11/27/2019,,,,,,,,
2007734-DCA,Active,CROISSANT CONSORTIUM LIMITED,THE HUNGARIAN PASTRY SHOP,1030,AMSTERDAM AVE,NEW YORK,NY,10025,Unenclosed,356,10,20,40423654,40.80358836211814,-73.96369152679853,109,7,http://www.cb9m.org,31437-2018-RSWC,Unenclosed,356,10,20,Application Review Completed,12/12/2018,12/15/2020,,12/11/2018,Ready For Review,12/11/2018,Approved,,,,,,,,,,,,,,Issued,12/12/2018
2039429-DCA,Active,DOUGH JOE LLC,HINOMARU RAMEN,3318,DITMARS BLVD,ASTORIA,NY,11105,Unenclosed,130,8,14,41650198,40.77480465549104,-73.90940162692895,401,22,http://www.nyc.gov/html/qnscb1/html/home/home.shtml,12008-2018-RSWC,Unenclosed,130,8,14,Application Review Completed,04/11/2019,09/15/2020,,08/29/2018,Ready For Review,08/29/2018,Approved,08/30/2018,,,Recommend Approval,10/10/2018,Waived,10/10/2018,,,Review Period Expired,10/31/2018,Approved,04/11/2019,Issued,04/11/2019
1402273-DCA,Active,J.J.M.A.P. CORP,VIA TRENTA,3619,30TH AVE,ASTORIA,NY,11103,Unenclosed,357,18,40,41598070,40.76490724698234,-73.91685162528799,401,22,http://www.nyc.gov/html/qnscb1/html/home/home.shtml,11836-2018-RSWC,Unenclosed,357,18,40,Application Review Completed,08/30/2018,09/15/2020,,08/27/2018,Ready For Review,08/27/2018,Approved,,Proceed,08/30/2018,Recommend Approval,08/30/2018,Waived,08/30/2018,,,Approved,08/30/2018,Approved,08/30/2018,Issued,08/30/2018
1361524-DCA,Inactive,3 IN 1 KITCHEN AMK CORP.,3 IN 1 KITCHEN,4902,FORT HAMILTON PKWY,BROOKLYN,NY,11219,Enclosed,191,8,16,50049907,40.63844747374291,-73.99789217166746,312,44,http://www.brooklyncb12.org/,8539-2018-RSWC,Enclosed,191,8,16,Pending Review,02/26/2020,03/26/2020,03/26/2020,05/16/2018,Ready For Review,05/16/2018,Issued Temp Op Letter,05/18/2018,Pending Review,05/18/2018,Pending Review,05/18/2018,Pending Review,,,,Pending Review,,Pending Review,,Pending Review,
0933853-DCA,Active,VESELKA ENTERPRISES LTD.,,144,2ND AVE,NEW YORK,NY,10003,Unenclosed,386,13,29,40384528,40.72894738628326,-73.98713741353663,103,2,http://www.nyc.gov/manhattancb3,26564-2019-RSWC,Unenclosed,386,13,29,Application Review Completed,01/02/2020,09/15/2021,,09/13/2019,Ready For Review,09/13/2019,Approved,09/16/2019,,,Review Period Expired,11/12/2019,Waived,11/12/2019,,,Review Period Expired,12/03/2019,Approved,01/02/2020,Issued,01/02/2020
2086160-DCA,Active,217 W85 LLC,ELEA,217,W 85TH ST,NEW YORK,NY,10024,Unenclosed,178,10,20,50084669,40.78779298564097,-73.97630686700556,107,6,http://www.nyc.gov/mcb7,2637-2019-ASWC,Unenclosed,178,10,20,Application Review Completed,07/16/2019,12/15/2021,,03/14/2019,Ready For Review,03/14/2019,Approved,03/14/2019,,,Recommend Approval,05/15/2019,Recommendation Issued,05/15/2019,SWC Public Hearing,05/01/2019,Review Period Expired,06/11/2019,,,Issued,07/16/2019
2086165-DCA,Active,ABA TURKISH RESTAURANT LLC,,325,W 57TH ST,NEW YORK,NY,10019,Unenclosed,164,8,16,41548686,40.767472262175076,-73.98386282742783,104,3,http://www.nyc.gov/mcb4,2599-2019-ASWC,Unenclosed,164,8,16,Application Review Completed,07/11/2019,04/15/2021,,03/13/2019,Ready For Review,03/13/2019,Approved,03/14/2019,,,,,,,,,Review Period Expired,06/11/2019,Approved,07/11/2019,Issued,07/11/2019
1314137-DCA,Active,451 GRAHAM AVENUE CORP.,,451,GRAHAM AVE,BROOKLYN,NY,11222,Unenclosed,421,15,30,41357064,40.71887006846956,-73.94526741463298,301,34,http://www.nyc.gov/brooklyncb1,16338-2019-RSWC,Unenclosed,421,15,30,Application Review Completed,09/10/2019,04/15/2021,,04/01/2019,Ready For Review,04/01/2019,Approved,04/09/2019,,,Review Period Expired,05/30/2019,Waived,05/30/2019,,,Review Period Expired,06/20/2019,Approved,09/10/2019,Issued,09/10/2019
2055672-DCA,Inactive,AIN JUPITER LLC,LA SIRENE UWS,416,AMSTERDAM AVE,NEW YORK,NY,10024,Unenclosed,98,5,10,50064117,40.783860130076924,-73.97805959875299,107,6,http://www.nyc.gov/mcb7,3026-2020-RSWC,Unenclosed,98,5,10,Pending Review,03/05/2020,04/05/2020,04/05/2020,02/11/2020,Ready For Review,02/11/2020,Issued Temp Op Letter,02/12/2020,Pending Review,02/12/2020,Pending Review,02/12/2020,Pending Review,,SWC Public Hearing,04/01/2020,Pending Review,,Pending Review,,Pending Review,
0911530-DCA,Active,"N.Y. RESTAURANT SUPPLIES, INC.",,8,STUYVESANT ST,NEW YORK,NY,10003,Unenclosed,202,12,24,40400049,40.729729865783305,-73.98933096360628,103,2,http://www.nyc.gov/manhattancb3,30907-2018-RSWC,Unenclosed,202,12,24,Application Review Completed,04/05/2019,12/15/2020,,12/06/2018,Ready For Review,12/06/2018,Approved,12/06/2018,,,Review Period Expired,01/31/2019,Waived,01/31/2019,,,Review Period Expired,02/21/2019,,,Issued,04/05/2019
2020258-DCA,Active,2850 BROADWAY REST ASSOCIATES LLC,MEL'S BURGER BAR,2850,BROADWAY,NEW YORK,NY,10025,Unenclosed,168,9,18,41477315,40.80441803664761,-73.9662159389722,109,7,http://www.cb9m.org,30056-2017-RSWC,Unenclosed,168,9,18,Application Review Completed,01/31/2020,12/15/2021,02/26/2020,12/12/2017,Ready For Review,12/12/2017,Approved,12/14/2017,,,Review Period Expired,02/03/2018,Waived,02/15/2018,,,Review Period Expired,03/08/2018,Approved,01/31/2020,Issued,01/31/2020
2083471-DCA,Active,JUICERIE IV LLC,,271,METROPOLITAN AVE,BROOKLYN,NY,11211,Unenclosed,740,15,54,50076943,40.71495876755476,-73.95833973649512,301,34,http://www.nyc.gov/brooklyncb1,717-2019-ASWC,Unenclosed,740,15,54,Application Review Completed,06/04/2019,04/15/2021,,01/23/2019,Ready For Review,01/23/2019,Approved,01/23/2019,,,Recommend Approval,03/20/2019,Recommendation Issued,03/20/2019,SWC Public Hearing,03/13/2019,Review Period Expired,04/11/2019,Approved,11/26/2019,Issued,06/04/2019
2070365-DCA,Active,390 BROOME RESTAURANT LLC,SEAMORE'S,390,BROOME ST,NEW YORK,NY,10013,Unenclosed,435,18,36,50033976,40.72074123956427,-73.99693716935184,102,1,http://www.nyc.gov/manhattancb2,4898-2018-ASWC,Unenclosed,435,18,36,Application Review Completed,07/25/2018,12/15/2020,,03/13/2018,Ready For Review,03/13/2018,Approved,03/13/2018,Pending Review,03/13/2018,Review Period Expired,05/02/2018,Recommendation Issued,05/02/2018,SWC Public Hearing,05/02/2018,Review Period Expired,05/23/2018,Approved,07/12/2018,Issued,07/25/2018
1314257-DCA,Active,662 FULTON ST RESTAURANT CORP.,DENIZ,662,FULTON ST,BROOKLYN,NY,11217,Unenclosed,243,11,24,41375578,40.68658284171188,-73.97561807814367,302,35,http://www.nyc.gov/html/bkncb2/html/home/home.shtml,16886-2019-RSWC,Unenclosed,243,11,24,Application Review Completed,11/01/2019,04/15/2021,,04/04/2019,Ready For Review,04/04/2019,Approved,04/10/2019,,,Review Period Expired,06/04/2019,Waived,06/04/2019,,,Review Period Expired,06/25/2019,Approved,11/01/2019,Issued,11/01/2019
0670525-DCA,Active,"CALIENTE CAB REST. CO., INC.",CALIENTE CAB CO,61,7TH AVE S,NEW YORK,NY,10014,Unenclosed,752,42,84,40544958,40.731841015925085,-74.00374167779489,102,3,http://www.nyc.gov/manhattancb2,15115-2019-RSWC,Unenclosed,752,42,84,Application Review Completed,07/25/2019,04/15/2021,,03/21/2019,Ready For Review,03/21/2019,Approved,03/25/2019,,,Review Period Expired,05/16/2019,Waived,05/16/2019,,,Review Period Expired,06/06/2019,Approved,07/25/2019,Issued,07/25/2019
1465835-DCA,Inactive,"MEXMA, LLC",BELLE REVE,305,CHURCH ST,NEW YORK,NY,10013,Unenclosed,201,9,18,50000036,40.71950331712114,-74.00420635359684,101,1,http://www.nyc.gov/html/mancb1/html/home/home.shtml,7047-2018-RSWC,Unenclosed,201,9,18,Application Review Completed,05/11/2018,04/15/2020,,04/20/2018,Ready For Review,04/20/2018,Approved,,,,,,,,,,,,,,Issued,05/11/2018
2091930-DCA,Inactive,ABI GROUP LLC,LOBO LOCO,8530,3RD AVE,BROOKLYN,NY,11209,Enclosed,545,11,42,41688951,40.624014001229156,-74.03084689095088,310,43,http://www.bkcb10.org/,12415-2019-ASWC,Enclosed,545,11,42,Pending Review,11/04/2019,05/04/2020,05/04/2020,10/31/2019,Ready For Review,10/31/2019,Issued Temp Op Letter,11/01/2019,Pending Review,11/01/2019,Pending Review,11/01/2019,Pending Review,,,,Pending Review,,Pending Review,,Pending Review,
2080703-DCA,Active,LLAMA SAN LLC,,359,6TH AVE,NEW YORK,NY,10014,Unenclosed,124,5,10,,40.7322720005267,-74.00078297910585,102,3,http://www.nyc.gov/manhattancb2,1225-2020-RSWC,Unenclosed,124,5,10,Pending Review,05/26/2020,08/26/2020,08/26/2020,01/17/2020,Ready For Review,01/17/2020,Issued Temp Op Letter,01/21/2020,Pending Review,01/21/2020,Pending Review,01/21/2020,Pending Review,,SWC Public Hearing,03/11/2020,Pending Review,,Pending Review,,Pending Review,
2052738-DCA,Inactive,"CCFC 62 SPRING, LLC",CHEFS CLUB COUNTER,62,SPRING ST,NEW YORK,NY,10012,Small Unenclosed,213,6,12,50060947,40.722250867229896,-73.99735919573706,102,1,http://www.nyc.gov/manhattancb2,2637-2020-RSWC,Small Unenclosed,213,6,12,Pending Review,02/05/2020,03/04/2020,03/04/2020,02/04/2020,Ready For Review,02/04/2020,Under Review,02/05/2020,Pending Review,02/05/2020,Review Period Expired,03/12/2020,Waived,03/12/2020,,,Review Period Expired,04/02/2020,Pending Review,,Pending Review,
1422663-DCA,Active,"CLGM, INC.",YEFSI ESTAIATORIO,1481,YORK AVE,NEW YORK,NY,10075,Unenclosed,171,9,20,41637080,40.77104755170891,-73.95087826224656,108,5,http://www.cb8m.com/,14358-2018-RSWC,Unenclosed,171,9,20,Application Review Completed,03/28/2019,09/15/2020,,09/20/2018,Ready For Review,09/27/2018,Approved,09/27/2018,,,Review Period Expired,11/21/2018,Waived,11/21/2018,,,Review Period Expired,12/12/2018,Approved,03/28/2019,Issued,03/28/2019
2089529-DCA,Active,Cajun Project LLC,,141,BROADWAY,BROOKLYN,NY,11211,Small Unenclosed,109,4,10,41718493,40.710535953933956,-73.96347168659935,301,34,http://www.nyc.gov/brooklyncb1,1194-2019-ASWC,Small Unenclosed,109,4,10,Application Review Completed,12/17/2019,09/15/2021,,02/06/2019,Ready For Review,02/07/2019,Approved,06/26/2019,,,Recommend Approval,08/21/2019,Recommendation Issued,08/21/2019,SWC Public Hearing,08/14/2019,Review Period Expired,09/11/2019,Approved,11/08/2019,Issued,12/17/2019
1387587-DCA,Active,357 HOSPITALITY INC.,SPICE,435,AMSTERDAM AVE,NEW YORK,NY,10024,Unenclosed,473,17,34,41546465,40.784181134093885,-73.97738784478656,107,6,http://www.nyc.gov/mcb7,15381-2019-RSWC,Unenclosed,473,17,34,Application Review Completed,10/17/2019,04/15/2021,10/31/2019,03/22/2019,Ready For Review,03/22/2019,Approved,03/22/2019,,,Review Period Expired,05/10/2019,Waived,05/10/2019,,,Review Period Expired,05/31/2019,Approved,10/17/2019,Issued,10/17/2019
2051463-DCA,Inactive,AROKA HOSPITALITY LLC,AROQA,206,9TH AVE,NEW YORK,NY,10011,Unenclosed,150,6,12,50060498,40.746034180943994,-74.00137861660862,104,3,http://www.nyc.gov/mcb4,26024-2019-RSWC,Unenclosed,150,6,12,Pending Review,02/25/2020,03/25/2020,03/25/2020,08/27/2019,Ready For Review,08/27/2019,Issued Temp Op Letter,08/28/2019,Pending Review,08/28/2019,Review Period Expired,01/14/2020,Waived,01/14/2020,,,Review Period Expired,02/04/2020,Pending Review,,Pending Review,
1172157-DCA,Active,"E. A. T. IS OWNED BY ELI ZABAR, INC.",EAT,1064,MADISON AVE,NEW YORK,NY,10028,Small Unenclosed,127,6,12,40379920,40.77736449295258,-73.96151416568698,108,4,http://www.cb8m.com/,3745-2020-RSWC,Small Unenclosed,127,6,12,Application Review Completed,02/24/2020,04/15/2022,,02/24/2020,Ready For Review,02/24/2020,Approved,,,,,,,,,,,,,,Issued,02/24/2020
2075842-DCA,Active,339 SEVENTH AVENUE BAKERY LLC,,339,7TH AVE,NEW YORK,NY,10001,Unenclosed,339,15,30,50077672,40.74740908943814,-73.99289745161718,105,3,http://www.cb5.org,10437-2018-ASWC,Unenclosed,339,15,30,Application Review Completed,10/10/2018,12/15/2020,,06/15/2018,Ready For Review,05/21/2018,Approved,05/22/2018,,,Recommend Approval,07/18/2018,Recommendation Issued,07/18/2018,SWC Public Hearing,07/11/2018,Review Period Expired,08/08/2018,Approved,10/10/2018,Issued,10/10/2018
2023866-DCA,Active,BIANCHIBK LLC,CHAVELA'S,736,FRANKLIN AVE,BROOKLYN,NY,11238,Unenclosed,434,7,22,41569582,40.67348212315719,-73.95712551832122,308,35,http://www.brooklyncb8.org/,25581-2019-RSWC,Unenclosed,434,7,22,Application Review Completed,08/09/2019,09/15/2021,,08/09/2019,Ready For Review,08/09/2019,Approved,,Proceed,08/09/2019,Recommend Approval,08/09/2019,Waived,08/09/2019,,,Approved,08/09/2019,Waived,08/09/2019,Issued,08/09/2019
2076189-DCA,Active,LAS MARGARITAS SUNSET INC,,3801,BROADWAY,ASTORIA,NY,11103,Unenclosed,423,11,44,50068327,40.759491066788705,-73.91959091021837,401,22,http://www.nyc.gov/html/qnscb1/html/home/home.shtml,10841-2018-ASWC,Unenclosed,423,11,44,Application Review Completed,11/20/2018,09/15/2020,,05/29/2018,Ready For Review,05/29/2018,Approved,06/01/2018,,,Recommend Approval,07/26/2018,Recommendation Issued,07/26/2018,SWC Public Hearing,07/18/2018,Review Period Expired,08/16/2018,Approved,11/20/2018,Issued,11/20/2018
2088885-DCA,Active,PEANUT FACTORY LLC,BO CAPHE,104,8TH AVE,NEW YORK,NY,10011,Unenclosed,120,6,12,50093027,40.74063250814348,-74.00169606616329,104,3,http://www.nyc.gov/mcb4,5956-2019-ASWC,Unenclosed,120,6,12,Application Review Completed,10/21/2019,04/15/2021,,05/21/2019,Ready For Review,05/21/2019,Approved,05/23/2019,,,Recommend Approval,07/17/2019,Recommendation Issued,07/17/2019,SWC Public Hearing,07/10/2019,Review Period Expired,08/20/2019,Approved,10/21/2019,Issued,10/21/2019
2065486-DCA,Active,PRET A MANGER (USA) LIMITED,PRET A MANGER (USA) LIMITED,1756,BROADWAY,NEW YORK,NY,10019,Small Unenclosed,325,9,18,50066976,40.76547376811678,-73.98170453317998,105,4,http://www.cb5.org,15787-2017-ASWC,Small Unenclosed,325,9,18,Application Review Completed,06/12/2018,09/15/2020,,11/02/2017,Ready For Review,11/02/2017,Approved,11/03/2017,,,Review Period Expired,12/24/2017,Recommendation Issued,01/30/2018,SWC Public Hearing,12/20/2017,Review Period Expired,02/20/2018,,,Issued,06/12/2018
1034831-DCA,Active,177 CHRYSTIE INC.,ESPERANTO,145,AVENUE C,NEW YORK,NY,10009,Unenclosed,501,15,31,40711118,40.72551231873222,-73.97803190673578,103,2,http://www.nyc.gov/manhattancb3,17047-2019-RSWC,Unenclosed,501,15,31,Application Review Completed,07/31/2019,04/15/2021,,04/05/2019,Ready For Review,04/05/2019,Approved,04/08/2019,,,Review Period Expired,05/30/2019,Waived,05/30/2019,,,Review Period Expired,06/20/2019,Approved,07/31/2019,Issued,07/31/2019
1342588-DCA,Active,NEW RESTART INC.,TAORMINA RESTAURANT,145,MULBERRY ST,NEW YORK,NY,10013,Unenclosed,98,8,16,41463532,40.718992844687506,-73.99764792320856,102,1,http://www.nyc.gov/manhattancb2,32077-2018-RSWC,Unenclosed,98,8,16,Application Review Completed,06/07/2019,12/15/2020,,12/14/2018,Ready For Review,12/14/2018,Approved,12/14/2018,Pending Review,12/14/2018,Recommend Approval,01/29/2019,Waived,01/31/2019,,,Review Period Expired,02/21/2019,Approved,06/07/2019,Issued,06/07/2019
2006717-DCA,Inactive,BROADWAY & 166TH LLC,DALLAS BBQ,3956,BROADWAY,NEW YORK,NY,10032,Unenclosed,440,12,48,40752294,40.83924088467218,-73.94057498989062,112,10,http://www.nyc.gov/html/mancb12/html/home/home.shtml,4196-2020-RSWC,Unenclosed,440,12,48,Pending Review,03/02/2020,04/15/2020,,03/02/2020,Ready For Review,03/02/2020,Under Review,03/02/2020,Pending Review,03/02/2020,Pending Review,03/02/2020,Pending Review,,SWC Public Hearing,04/22/2020,Pending Review,,Pending Review,,Pending Review,
2072106-DCA,Active,"LATOUR FL RESTAURANT ASSOCIATES, LLC",LITTLE FROG,322,E 86TH ST,NEW YORK,NY,10028,Small Unenclosed,94,2,12,50056599,40.77721776466509,-73.9509748083942,108,5,http://www.cb8m.com/,6786-2018-ASWC,Small Unenclosed,94,2,12,Application Review Completed,07/24/2018,09/15/2020,,04/05/2018,Ready For Review,04/06/2018,Approved,04/06/2018,,,Review Period Expired,05/27/2018,Recommendation Issued,05/31/2018,SWC Public Hearing,05/23/2018,Review Period Expired,06/21/2018,Approved,07/24/2018,Issued,07/24/2018
