fund_name,fund_extended_name,category,fund_family,net_assets,ytd_return,fund_yield,morningstar_rating,inception_date,investment,size,currency,net_annual_expense_ratio_fund,net_annual_expense_ratio_category,portfolio_cash,portfolio_stocks,portfolio_bonds,portfolio_others,portfolio_preferred,portfolio_convertable,price_earnings,price_book,price_sales,price_cashflow,median_market_cap,basic_materials,consumer_cyclical,financial_services,real_estate,consumer_defensive,healthcare,utilities,communication_services,energy,industrials,technology
FALZX,Franklin Alabama Tax Free Income Fund Advisor Class,Muni Single State Long,Franklin Templeton Investments,237230000,2.46,3.12,3,9/14/2016,Blend,Large,USD,0.64,0.94,1.32,0,98.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAMAX,Nuveen Minnesota Intermediate Municipal Bond Fund Class A,Muni Minnesota,Nuveen,355290000,2.48,2.77,3,2/24/1994,Blend,Medium,USD,0.81,0.9,0.07,0,99.4,0.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAMCX,Fidelity Advisor Series II - Fidelity Advisor Municipal Income Fund,Muni National Long,Fidelity Investments,1100000000,-1.53,1.81,2,11/2/1997,Growth,Medium,USD,1.56,0.85,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAMDX,FAM Small Cap Fund Institutional Class,Small Blend,FAM,174600000,11.77,0,2,1/3/2016,Blend,Small,USD,1.21,1.15,7.16,92.84,0,0,0,0,15.8,1.42,0.87,10,"1,445.51",0,18.94,18.78,8.44,5.65,7.32,0,0,2.8,31.33,6.74
FAMEX,FAM Equity-Income Fund Investor Class,Mid-Cap Blend,FAM,291020000,15.45,0.68,5,3/31/1996,Growth,Medium,USD,1.26,1.06,9.54,90.46,0,0,0,0,20.08,3.84,2.28,13.92,"16,037.36",7.89,10.56,13.06,4.4,1.46,6.31,2.6,0,3.06,30.04,20.61
FAMFX,FAM Small Cap Fund Investor Class,Small Blend,FAM,174600000,11.68,0,3,2/29/2012,Blend,Small,USD,1.34,1.15,7.16,92.84,0,0,0,0,15.8,1.42,0.87,10,"1,445.51",0,18.94,18.78,8.44,5.65,7.32,0,0,2.8,31.33,6.74
FAMHX,Fidelity Advisor Municipal Income 2025 Fund Class A,Muni National Interm,Fidelity Investments,19210000,3.01,1.79,0,5/24/2017,Blend,Medium,USD,0.65,0.75,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAMKX,Fidelity Advisor Emerging Markets Fund Class A,Diversified Emerging Mkts,Fidelity Investments,812650000,15.28,0.13,4,3/28/2004,Growth,Large,USD,1.44,1.36,1.96,98.04,0,0,0,0,18.13,3.24,3.09,7.68,"56,302.75",7.35,12.04,23.4,1.97,11.75,2.67,0.89,0,6.66,4.57,28.72
FAMRX,Fidelity Asset Manager 85% Fund,Allocation - 70% to 85% Equity,Fidelity Investments,2530000000,11.98,1.17,4,9/23/1999,Growth,Large,USD,0.73,0.77,5.97,80.02,10.04,3.81,0.16,0,15.15,2.07,1.59,7.85,"39,961.81",3.89,11.61,17.08,4.31,7.78,12.97,3.17,2.75,5.42,9.89,21.13
FAMTX,Nuveen Minnesota Intermediate Municipal Bond Fund Class I,Muni Minnesota,Nuveen,355290000,2.43,2.96,4,2/24/1994,Blend,Medium,USD,0.61,0.9,0.07,0,99.4,0.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAMUX,Fidelity Advisor Series II - Fidelity Advisor Municipal Income Fund,Muni National Long,Fidelity Investments,1100000000,-1.47,2.56,3,9/2/1996,Growth,Medium,USD,0.81,0.85,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAMVX,FAM Value Fund Investor Class,Mid-Cap Growth,FAM,1260000000,12.08,0.09,3,1/1/1987,Growth,Large,USD,1.2,1.19,7.57,92.43,0,0,0,0,19.5,2.83,1.68,12.41,"17,790.10",2.89,19.11,26.32,0,2.02,8.78,0,0,3.03,23.75,14.12
FAMWX,FAM Value Fund Institutional Class,Mid-Cap Growth,FAM,1260000000,12.13,0.28,3,1/2/2017,Growth,Large,USD,1.01,1.19,7.57,92.43,0,0,0,0,19.5,2.83,1.68,12.41,"17,790.10",2.89,19.11,26.32,0,2.02,8.78,0,0,3.03,23.75,14.12
FAMYX,Fidelity Advisor Municipal Income 2025 Fund Class I,Muni National Interm,Fidelity Investments,19210000,2.97,2.04,0,5/24/2017,Blend,Medium,USD,0.4,0.75,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FANAX,Fidelity Advisor Energy Fund Class A,Equity Energy,Fidelity Investments,672470000,15.53,0.7,4,9/2/1996,Blend,Large,USD,1.11,1.37,0.63,99.37,0,0,0,0,16.56,1.68,0.94,4.29,"22,676.23",0.61,0,0,0.07,0,0,0,0,97.64,1.11,0.57
FANCX,Fidelity Advisor Short-Term Bond Fund Class C,Short-Term Bond,Fidelity Investments,5500000000,1.18,0.82,1,7/11/2016,Value,Medium,USD,1.51,0.75,3.45,0,96.33,0,0,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FANIX,Fidelity Advisor Energy Fund I Class,Equity Energy,Fidelity Investments,672470000,15.57,1.02,4,7/2/1995,Blend,Large,USD,0.83,1.37,0.63,99.37,0,0,0,0,16.56,1.68,0.94,4.29,"22,676.23",0.61,0,0,0.07,0,0,0,0,97.64,1.11,0.57
FANSX,Nuveen High Income Bond Fund Class R3,High Yield Bond,Nuveen,315640000,8.13,6.58,3,9/23/2001,Value,Small,USD,1.3,1.02,3.91,0,93.64,1.07,0.74,0.64,5.86,2,0.56,1.7,0,98.77,0,0,0,0,0,0,0,1.23,0,0
FAOAX,Fidelity Advisor Overseas Fund Class A,Foreign Large Growth,Fidelity Investments,599280000,11.09,0.89,2,9/2/1996,Growth,Large,USD,1.21,1.13,1.57,98.43,0,0,0,0,16.76,2.46,1.67,10.01,"18,659.04",5.44,12.57,22.61,0.31,12.56,13.8,0.03,0.66,3.95,13.28,14.8
FAOCX,Fidelity Advisor Overseas Fund Class C,Foreign Large Growth,Fidelity Investments,599280000,10.89,0,2,11/2/1997,Growth,Large,USD,2.03,1.13,1.57,98.43,0,0,0,0,16.76,2.46,1.67,10.01,"18,659.04",5.44,12.57,22.61,0.31,12.56,13.8,0.03,0.66,3.95,13.28,14.8
FAOFX,Fidelity Advisor Series Growth Opportunities Fund,Large Growth,Fidelity Investments,734560000,21.72,0.63,5,11/6/2013,Growth,Large,USD,0.01,1.06,0.08,94.13,0,0.47,5.32,0,21.87,4.05,2.59,12.47,"46,942.29",2.06,16.83,8.41,0.89,3.42,13.07,0.23,5.06,1.18,2.92,45.93
FAOIX,Fidelity Advisor Overseas Fund Class I,Foreign Large Growth,Fidelity Investments,599280000,11.23,1.35,2,7/2/1995,Growth,Large,USD,0.92,1.13,1.57,98.43,0,0,0,0,16.76,2.46,1.67,10.01,"18,659.04",5.44,12.57,22.61,0.31,12.56,13.8,0.03,0.66,3.95,13.28,14.8
FAOSX,Fidelity Advisor Overseas Fund Class Z,Foreign Large Growth,Fidelity Investments,599280000,11.24,1.53,2,1/31/2017,Growth,Large,USD,0.79,1.13,1.57,98.43,0,0,0,0,16.76,2.46,1.67,10.01,"18,659.04",5.44,12.57,22.61,0.31,12.56,13.8,0.03,0.66,3.95,13.28,14.8
FAOTX,American Funds 2020 Target Date Retirement Fund Class F-1,Target-Date 2020,American Funds,14830000000,6.8,1.65,4,2/20/2014,Blend,Large,USD,0.7,0.46,7.95,44.7,46.93,0.04,0.1,0.14,15.72,2.38,1.9,8.03,"84,873.66",4.58,9.94,13.09,3.04,9.19,15.71,4.18,4.28,9.19,8.76,18.05
FAPAX,Fidelity Advisor Municipal Income 2019 Fund Class A,Muni National Short,Fidelity Investments,65280000,0.33,1.06,3,5/18/2011,Value,Medium,USD,0.65,0.64,31.82,0,68.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAPCX,Fidelity International Capital Appreciation K6 Fund,Foreign Large Growth,Fidelity Investments,404470000,15.36,0.71,0,5/24/2017,Growth,Large,USD,0.66,1.13,2.08,97.92,0,0,0,0,23.57,4.46,3.12,18.83,"43,124.71",4.41,12.02,16.85,3.58,14.14,7.2,2.65,0,1.18,15.82,22.14
FAPTX,American Funds 2025 Target Date Retirement Fund Class F-1,Target-Date 2025,American Funds,19670000000,7.69,1.34,4,2/20/2014,Blend,Large,USD,0.72,0.45,8.15,54.27,37.26,0.04,0.07,0.09,16.03,2.39,1.89,7.96,"79,106.81",4.69,11.09,13.35,2.21,8.47,15.64,3.34,3.63,8.78,8.93,19.87
FAQIX,Nuveen Dividend Value Fund Class I,Large Value,Nuveen,1080000000,9.57,2.16,3,8/1/1994,Value,Large,USD,0.83,1,1.24,98.76,0,0,0,0,13.42,1.89,1.88,7.14,"55,043.72",4.09,4.39,22.83,7.11,6.86,10.04,7.35,6.98,11.15,4.96,14.24
FAQTX,American Funds 2035 Target Date Retirement Fund Class F-1,Target-Date 2035,American Funds,16960000000,10.52,1.05,5,2/20/2014,Growth,Large,USD,0.75,0.45,7.56,76.67,15.58,0.04,0.1,0.03,16.41,2.43,1.88,7.9,"62,845.74",4.7,12.2,13.39,1.87,7.78,15.88,2.83,3.1,7.89,9.22,21.13
FARCX,Nuveen Real Estate Securities Fund Class I,Real Estate,Nuveen,3440000000,16.58,2.33,4,6/29/1995,Blend,Medium,USD,1.04,1.22,2.71,97.29,0,0,0,0,42.31,2.36,6.12,8.37,"13,645.96",0,0,0,99.61,0,0,0,0.15,0,0.24,0
FARFX,Fidelity Advisor Managed Retirement 2025 Fund Class A,Target-Date 2025,Fidelity Investments,17390000,7.57,1.45,3,12/30/2007,Blend,Large,USD,0.9,0.45,11.32,46.59,41.43,0.04,0.44,0.16,14.37,1.83,1.3,7.05,"34,221.04",4.17,12.41,21.35,2.42,6.51,12.51,2.09,2.44,6.84,10.18,19.08
FARIX,Fulcrum Diversified Absolute Return Fund Institutional Class,Multialternative,Fulcrum,189220000,3.93,8.54,3,7/30/2015,Blend,Large,USD,1.16,1.57,62.92,13.83,14.18,0.71,0,0.31,14.29,1.88,1.3,6.87,0,0,0,0,0,0,0,0,0,0,0,0
FARNX,Fidelity Event Driven Opportunities Fund,Small Blend,Fidelity Investments,212710000,5.34,0.58,2,12/11/2013,Blend,Medium,USD,1.12,1.15,12.56,87.44,0,0,0,0,13.99,2.08,1,4.98,"4,036.24",0.61,19.43,21.02,8.95,11.29,3.19,0.7,0.67,1.12,12.58,20.44
FARPX,Fidelity Advisor Simplicity RMD 2005 Fund Class A,Target-Date 2000-2010,Fidelity Investments,17710000,4.47,1.86,3,8/29/2007,Blend,Large,USD,0.73,0.47,22.77,18.18,58.67,0.03,0.22,0.09,14.07,1.75,1.3,6.9,"32,026.57",4.83,12.25,22.36,2.64,6.47,11.18,2.01,2.17,6.81,10.25,19.03
FARRX,Franklin Real Return Fund Advisor Class,Inflation-Protected Bond,Franklin Templeton Investments,185790000,3.74,2.14,2,11/16/2004,Blend,Large,USD,0.64,0.81,17.51,18.59,63.9,0,0,0,20.85,1.71,1.85,7.13,"32,513.70",25.31,0,0,31.34,0,0,5.01,0,33.38,4.95,0
FARSX,Fidelity Advisor Managed Retirement 2015 Fund Class A,Target-Date 2015,Fidelity Investments,4020000,6.17,1.57,4,8/29/2007,Blend,Large,USD,0.82,0.43,14.66,33.77,50.99,0.04,0.34,0.17,14.3,1.81,1.3,7.01,"33,694.50",4.35,12.35,21.62,2.48,6.5,12.14,2.07,2.37,6.83,10.19,19.1
FARVX,Fidelity Advisor Managed Retirement 2020 Fund Class A,Target-Date 2020,Fidelity Investments,3050000,6.98,1.53,4,12/30/2007,Blend,Large,USD,0.86,0.46,12.73,41.31,45.34,0.04,0.4,0.17,14.34,1.82,1.3,7.03,"34,023.38",4.24,12.39,21.45,2.44,6.5,12.38,2.08,2.41,6.83,10.18,19.09
FARWX,Fidelity Advisor Simplicity RMD 2020 Fund Class A,Target-Date 2020,Fidelity Investments,37740000,7.25,1.44,4,12/30/2007,Blend,Large,USD,0.86,0.46,14.61,44.38,40.47,0.03,0.42,0.07,14.34,1.82,1.3,7.03,"34,046.37",4.19,12.43,21.37,2.42,6.5,12.49,2.09,2.42,6.84,10.18,19.07
FARYX,Fulcrum Diversified Absolute Return Fund Super Institutional Class,Multialternative,Fulcrum,189220000,3.81,8.55,3,7/30/2015,Blend,Large,USD,1.06,1.57,62.92,13.83,14.18,0.71,0,0.31,14.29,1.88,1.3,6.87,0,0,0,0,0,0,0,0,0,0,0,0
FASAX,AIG Multi-Asset Allocation Fund Class A,Allocation - 50% to 70% Equity,AIG,232230000,8.56,2.56,2,11/7/2002,Value,Large,USD,1.79,0.82,10.53,55.99,22.72,7.81,1.4,1.31,12.96,2.14,1.01,5.84,"18,491.53",5.75,20.47,12.29,2.56,9.67,11.55,2.17,3.64,4.1,12.73,15.07
FASCX,Franklin K2 Alternative Strategies Fund Class C,Multialternative,Franklin Templeton Investments,1210000000,4.14,0,4,10/10/2013,Growth,Large,USD,3.36,1.57,37.94,37.5,16.05,0.31,0.07,7.37,18.54,2.91,1.95,10.53,"21,356.76",7.03,16.19,8.32,0.25,1.87,21.54,0.73,1.51,1.17,19.11,22.27
FASDX,Fidelity Advisor Strategic Dividend & Income Fund Class A,Allocation - 70% to 85% Equity,Fidelity Investments,4720000000,11.29,2.63,5,12/22/2003,Value,Large,USD,1.01,0.77,3.17,65.36,10.04,0,8.38,13.05,17.91,2.59,2.07,8.32,"63,267.57",3.42,4.94,5.91,22.03,16.56,13.79,5.2,4.77,9.33,6.76,7.29
FASEX,Nuveen Mid Cap Value Fund Class A,Mid-Cap Value,Nuveen,333010000,12.28,0.22,3,12/21/1987,Value,Medium,USD,1.17,1.09,2.2,97.79,0,0,0,0,14.7,1.92,1.53,7.93,"11,393.64",5.27,10.72,18.33,16.75,2.56,7.59,11.61,0,6.65,11.24,9.27
FASGX,Fidelity Asset Manager 70% Fund,Allocation - 50% to 70% Equity,Fidelity Investments,5220000000,10.23,1.4,4,12/29/1991,Growth,Large,USD,0.71,0.82,5.23,70.39,20.16,4.09,0.14,0,15.09,2.03,1.57,7.8,"39,363.15",4,11.57,17.18,4.36,7.9,12.83,3.17,2.78,5.46,10.09,20.64
FASHX,Fidelity Advisor Limited Term Municipal Income Fund Class A,Muni National Short,Fidelity Investments,2850000000,1.41,1.33,3,7/22/2003,Value,Medium,USD,0.81,0.64,3.15,0,96.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FASIX,Fidelity Asset Manager 20% Fund,Allocation - 15% to 30% Equity,Fidelity Investments,4970000000,4.38,2.14,3,9/30/1992,Growth,Large,USD,0.53,0.69,29.32,19.55,47.77,3.33,0.03,0,15.07,1.98,1.51,7.5,"37,741.17",4,11.65,16.46,6,7.65,12.47,3.06,2.95,5.17,10.12,20.46
FASMX,Fidelity Asset Manager 50% Fund,Allocation - 30% to 50% Equity,Fidelity Investments,9150000000,8.03,1.73,4,12/27/1988,Growth,Large,USD,0.65,0.79,10.47,49.95,35.65,3.83,0.1,0,15.09,2.03,1.56,7.75,"39,089.33",4.01,11.57,17.08,4.6,7.87,12.76,3.17,2.8,5.43,10.08,20.62
FASOX,Fidelity Advisor Value Strategies Fund Class I,Large Value,Fidelity Investments,862620000,17.65,0.99,3,7/2/1995,Value,Medium,USD,0.67,1,0.59,99.41,0,0,0,0,13.92,1.65,1.13,7.66,"15,255.80",6.44,12.49,17.11,11.09,7.03,4.16,8.52,5.14,7.35,12.07,8.59
FASPX,Fidelity Advisor Value Strategies Fund Class M,Large Value,Fidelity Investments,862620000,17.48,0.54,3,8/19/1986,Value,Medium,USD,1.14,1,0.59,99.41,0,0,0,0,13.92,1.65,1.13,7.66,"15,255.80",6.44,12.49,17.11,11.09,7.03,4.16,8.52,5.14,7.35,12.07,8.59
FASRX,Franklin K2 Alternative Strategies Fund Class R6,Multialternative,Franklin Templeton Investments,1210000000,4.52,0,4,10/10/2013,Growth,Large,USD,2.28,1.57,37.94,37.5,16.05,0.31,0.07,7.37,18.54,2.91,1.95,10.53,"21,356.76",7.03,16.19,8.32,0.25,1.87,21.54,0.73,1.51,1.17,19.11,22.27
FASSX,Federated Adjustable Rate Securities Fund Service Shares,Short Government,Federated,140110000,0.76,1.71,2,4/26/1992,Value,Large,USD,0.91,0.74,3.75,0,96.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FATEX,Fidelity Advisor Technology Fund Class M,Technology,Fidelity Investments,2010000000,20.17,0,4,9/2/1996,Growth,Large,USD,1.31,1.31,0.11,98.35,0,0.41,1.13,0,22.14,6.73,4.35,13.99,"160,046.19",0,4.67,11.84,0,0,0.03,0,0,0,5.03,78.43
FATHX,Fidelity Advisor Freedom 2035 Fund Class A,Target-Date 2035,Fidelity Investments,2390000000,11.68,1.46,4,11/5/2003,Blend,Large,USD,0.99,0.45,6.81,81,11.47,0.04,0.59,0.08,15.27,2.01,1.5,7.73,"39,040.51",4.3,10.5,21.85,2.61,6.64,12.1,1.96,3.03,6.61,10.29,20.1
FATIX,Fidelity Advisor Technology Fund I Class,Technology,Fidelity Investments,2010000000,20.32,0.01,4,9/2/1996,Growth,Large,USD,0.78,1.31,0.11,98.35,0,0.41,1.13,0,22.14,6.73,4.35,13.99,"160,046.19",0,4.67,11.84,0,0,0.03,0,0,0,5.03,78.43
FATJX,Fidelity Advisor Event Driven Opportunities Fund Class C,Small Blend,Fidelity Investments,19160000,4.42,0,2,12/11/2013,Blend,Medium,USD,2.3,1.15,9.65,90.35,0,0,0,0,14,2.05,0.95,4.58,"2,924.42",0.41,20.6,21.41,10.88,11.43,2.08,0.45,0.42,0.7,12.2,19.42
FATKX,Fidelity Freedom 2020 Fund Class K6,Target-Date 2020,Fidelity Investments,27760000000,7.86,2.07,5,6/6/2017,Blend,Large,USD,0.44,0.46,12.65,49.79,36.95,0.03,0.47,0.09,14.37,1.83,1.3,7.04,"34,362.81",4.14,12.46,21.26,2.41,6.51,12.56,2.1,2.44,6.83,10.16,19.13
FATRX,Frost Total Return Bond Fund Investor Class,Short-Term Bond,Frost Funds,3410000000,2.44,3.46,5,6/29/2008,Value,Small,USD,0.73,0.75,8.28,0.06,91.55,0.02,0,0.09,0,0,0,0,831,0,0,0,0,0,0,0,0,100,0,0
FATTX,American Funds 2045 Target Date Retirement Fund Class F-1,Target-Date 2045,American Funds,10720000000,11.26,0.92,5,2/20/2014,Growth,Large,USD,0.76,0.45,7.83,82.1,9.9,0.04,0.09,0.03,16.48,2.44,1.89,7.86,"61,718.14",4.66,12.47,13.38,1.63,7.57,16.05,2.57,2.93,7.73,9.31,21.69
FATWX,Fidelity Advisor Freedom 2025 Fund Class A,Target-Date 2025,Fidelity Investments,2900000000,8.98,1.54,4,11/5/2003,Blend,Large,USD,0.91,0.45,10.17,56.83,32.43,0.03,0.44,0.08,15.18,1.99,1.49,7.67,"38,591.59",4.39,10.52,22,2.66,6.65,11.88,1.97,2.99,6.64,10.26,20.03
FAUDX,Strategic Advisers Short Duration Fund,Ultrashort Bond,Fidelity Investments,6780000000,1.32,2.48,4,12/19/2011,Value,Large,USD,0.45,0.49,29.97,0.02,62.02,1.39,0.01,0.61,8.1,2.16,0.74,5.39,0,0,0,0,0,0,0,0,0,0,0,0
FAUFX,Fidelity Advisor Utilities Fund Class M,Utilities,Fidelity Investments,555420000,9.43,1.15,3,9/2/1996,Value,Large,USD,1.41,1.15,3.65,96.35,0,0,0,0,17.65,1.84,1.95,7.35,"25,955",0,0,0,0,0,0,97.12,0.98,1.63,0,0.27
FAUGX,Franklin Adjustable U.S. Government Securities Fund Class A1,Short Government,Franklin Templeton Investments,784840000,0.4,2.84,3,6/17/2014,Value,Large,USD,0.81,0.74,6.08,0,93.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAUMX,Frost Municipal Bond Fund Investor Class Shares,Muni National Interm,Frost Funds,160690000,2.06,2.08,2,8/27/2008,Value,Medium,USD,0.78,0.75,12.1,0,87.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAURX,Franklin Adjustable U.S. Government Securities Fund Class R6,Short Government,Franklin Templeton Investments,784840000,0.58,3.07,3,9/19/2013,Value,Large,USD,0.59,0.74,6.08,0,93.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAUTX,American Funds 2040 Target Date Retirement Fund Class F-1,Target-Date 2040,American Funds,14780000000,11.07,0.98,5,2/20/2014,Growth,Large,USD,0.76,0.45,7.67,80.8,11.33,0.05,0.11,0.03,16.48,2.44,1.89,7.91,"61,095.17",4.67,12.41,13.35,1.79,7.63,16.02,2.73,2.99,7.75,9.26,21.41
FAUZX,Franklin Adjustable U.S. Government Securities Fund Advisor Class,Short Government,Franklin Templeton Investments,784840000,0.55,2.94,3,5/14/2008,Value,Large,USD,0.71,0.74,6.08,0,93.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAVAX,Fidelity Advisor Equity Value Fund Class A,Large Value,Fidelity Investments,230160000,9.67,1.55,3,5/8/2001,Value,Large,USD,1,1,6.49,93.51,0,0,0,0,13.35,1.83,1.36,6.94,"48,445.19",0.62,8.24,23.59,5.79,10.91,16.29,5.18,6.91,8.71,8.39,5.38
FAVCX,Fidelity Advisor Equity Value Fund Class C,Large Value,Fidelity Investments,230160000,9.48,0.73,2,5/8/2001,Value,Large,USD,1.78,1,6.49,93.51,0,0,0,0,13.35,1.83,1.36,6.94,"48,445.19",0.62,8.24,23.59,5.79,10.91,16.29,5.18,6.91,8.71,8.39,5.38
FAVFX,Fidelity Advisor Value Fund Class A,Mid-Cap Value,Fidelity Investments,89580000,16.4,0.5,3,12/22/2003,Value,Medium,USD,1.13,1.09,0.89,99.11,0,0,0,0,12.93,1.55,0.87,7.03,"9,744.61",11.52,13.8,13.71,8.85,5.91,7.73,5.57,2.35,7.64,14.79,8.14
FAVTX,Fidelity Advisor Equity Value Fund Class M,Large Value,Fidelity Investments,230160000,9.59,1.25,3,5/8/2001,Value,Large,USD,1.27,1,6.49,93.51,0,0,0,0,13.35,1.83,1.36,6.94,"48,445.19",0.62,8.24,23.59,5.79,10.91,16.29,5.18,6.91,8.71,8.39,5.38
FAWTX,American Funds 2060 Target Date Retirement Fund Class F-1,Target-Date 2060+,American Funds,1410000000,11.39,0.72,5,3/26/2015,Growth,Large,USD,0.79,0.39,7.95,83.22,8.68,0.04,0.08,0.02,16.49,2.45,1.89,7.82,"62,693.67",4.63,12.48,13.38,1.47,7.53,16.13,2.47,2.89,7.73,9.37,21.92
FAYZX,Fidelity Advisor Multi-Asset Income Fund Class I,Allocation - 30% to 50% Equity,Fidelity Investments,64090000,7.86,2.3,4,9/8/2015,Blend,Large,USD,0.85,0.79,0.83,52.41,44.15,0,0.74,1.86,14.42,2.34,1.41,8.55,"81,004.78",6.3,8.73,19.58,2.91,10.07,10.12,2.09,3.93,9.35,7.44,19.49
FAZCX,Nuveen Arizona Municipal Bond Fund Class C2,Muni Single State Long,Nuveen,124470000,2.62,2.15,3,2/6/1994,Blend,Medium,USD,1.43,0.94,2.36,0,96.72,0.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAZIX,Franklin Arizona Tax Free Income Fund Class C,Muni Single State Long,Franklin Templeton Investments,903210000,2.43,2.65,3,4/30/1995,Blend,Large,USD,1.19,0.94,0.9,0,99.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAZRX,Franklin Arizona Tax Free Income Fund Class R6,Muni Single State Long,Franklin Templeton Investments,903210000,2.64,3.35,4,7/31/2017,Blend,Large,USD,0.53,0.94,0.9,0,99.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAZTX,Nuveen Arizona Municipal Bond Fund Class A,Muni Single State Long,Nuveen,124470000,2.67,2.71,4,10/28/1986,Blend,Medium,USD,0.88,0.94,2.36,0,96.72,0.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAZYX,Fidelity Advisor Multi-Asset Income Fund Class M,Allocation - 30% to 50% Equity,Fidelity Investments,64090000,7.8,2.06,4,9/8/2015,Blend,Large,USD,1.1,0.79,0.83,52.41,44.15,0,0.74,1.86,14.42,2.34,1.41,8.55,"81,004.78",6.3,8.73,19.58,2.91,10.07,10.12,2.09,3.93,9.35,7.44,19.49
FAZZX,Franklin Arizona Tax Free Income Fund Advisor Class,Muni Single State Long,Franklin Templeton Investments,903210000,2.63,3.33,4,6/30/2008,Blend,Large,USD,0.54,0.94,0.9,0,99.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBAAX,AIG Active Allocation Fund Class A,Allocation - 50% to 70% Equity,AIG,130320000,8.26,2.56,2,11/7/2002,Blend,Large,USD,1.77,0.82,5.4,58.15,32.43,2.73,0.63,0.55,13.62,2.3,1.15,6.98,"33,337.14",6.36,19.08,14.12,2.59,7.95,11.87,2.1,4.41,4.12,11.39,16
FBABX,AIG Active Allocation Fund Class B,Allocation - 50% to 70% Equity,AIG,130320000,8.09,1.94,2,11/7/2002,Blend,Large,USD,2.54,0.82,5.4,58.15,32.43,2.73,0.63,0.55,13.62,2.3,1.15,6.98,"33,337.14",6.36,19.08,14.12,2.59,7.95,11.87,2.1,4.41,4.12,11.39,16
FBACX,AIG Active Allocation Fund Class C,Allocation - 50% to 70% Equity,AIG,130320000,8.06,1.93,2,11/7/2002,Blend,Large,USD,2.45,0.82,5.4,58.15,32.43,2.73,0.63,0.55,13.62,2.3,1.15,6.98,"33,337.14",6.36,19.08,14.12,2.59,7.95,11.87,2.1,4.41,4.12,11.39,16
FBAKX,Fidelity Balanced Fund Class K,Allocation - 50% to 70% Equity,Fidelity Investments,32640000000,10.7,1.63,5,5/8/2008,Blend,Large,USD,0.45,0.82,3.47,65.47,30.93,0,0.1,0.02,15.86,2.53,1.69,8.1,"62,621.52",2.63,11.3,14.4,2.19,7.29,15.32,3.15,3.53,5.22,8.38,26.61
FBALX,Fidelity Balanced Fund,Allocation - 50% to 70% Equity,Fidelity Investments,32640000000,10.65,1.55,5,11/5/1986,Blend,Large,USD,0.53,0.82,2.96,65.07,29.64,2.23,0.09,0,15.32,2.5,1.67,8.71,"61,798.63",2.61,11.9,14.14,2.24,7.42,15.7,3.13,3.42,5.39,8.44,25.61
FBATX,American Funds 2010 Target Date Retirement Fund Class F-2,Target-Date 2000-2010,American Funds,3200000000,5.99,2.23,4,2/20/2014,Blend,Large,USD,0.43,0.47,7.64,38.26,53.61,0.05,0.13,0.17,15.24,2.29,1.85,8,"84,747.86",4.69,8.57,13.09,4.12,10.09,15.25,5.3,5.02,9.63,8.48,15.75
FBBTX,American Funds 2015 Target Date Retirement Fund Class F-2,Target-Date 2015,American Funds,5010000000,6.51,2.17,4,2/20/2014,Blend,Large,USD,0.43,0.43,7.73,42.23,49.57,0.05,0.13,0.15,15.31,2.3,1.86,7.95,"84,975.79",4.68,8.8,13.18,3.79,9.89,15.31,4.99,4.88,9.57,8.62,16.29
FBCGX,Fidelity Blue Chip Growth K6 Fund,Large Growth,Fidelity Investments,1840000000,16.95,0.39,0,5/24/2017,Growth,Large,USD,0.45,1.06,0.1,97.69,0,1.07,1.14,0,22.52,4.47,2.92,13.21,"110,195.78",0.77,25.36,7.79,0.03,4.22,12.68,0.03,0.38,0.94,3.54,44.26
