mission,company,location,date,time,rocket,price,successful
"Arabsat-2A, T??rksat 1C",Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",7/9/1996,22:24:00,Ariane 44L,7000000,TRUE
TOMS,Northrop,"Stargazer, Vandenberg AFB, California, USA",7/2/1996,7:48:00,Pegasus XL,24080000,TRUE
STS-78,NASA,"LC-39B, Kennedy Space Center, Florida, USA",6/20/1996,14:49:00,Space Shuttle Columbia,4170000,TRUE
Intelsat 709,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",6/15/1996,6:55:00,Ariane 44P,16270000,TRUE
Cluster,ESA,"ELA-3, Guiana Space Centre, French Guiana, France",6/4/1996,12:34:00,Ariane 5 G,19800000,FALSE
STS-77,NASA,"LC-39B, Kennedy Space Center, Florida, USA",5/19/1996,10:30:00,Space Shuttle Endeavour,24040000,TRUE
MSTI-3,Northrop,"Stargazer, Vandenberg AFB, California, USA",5/17/1996,2:44:00,Pegasus,11110000,TRUE
"Palapa C2, AMOS-1",Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",5/16/1996,1:56:00,Ariane 44L,1900000,TRUE
M-SAT-1,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",4/20/1996,22:36:00,Ariane 42P,3590000,TRUE
Inmarsat 3-F1,ILS,"SLC-36A, Cape Canaveral AFS, Florida, USA",4/3/1996,23:01:00,Atlas IIA,11290000,TRUE
STS-76,NASA,"LC-39B, Kennedy Space Center, Florida, USA",3/22/1996,8:13:00,Space Shuttle Atlantis,11260000,TRUE
IRS-P3,ISRO,"First Launch Pad, Satish Dhawan Space Centre, India",3/21/1996,4:53:00,PSLV-G,3800000,TRUE
Intelsat 707,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",3/14/1996,7:11:00,Ariane 44LP,11880000,TRUE
REX II,Northrop,"Stargazer, Vandenberg AFB, California, USA",3/9/1996,1:53:00,Pegasus XL,3780000,TRUE
STS-75,NASA,"LC-39B, Kennedy Space Center, Florida, USA",2/22/1996,20:18:00,Space Shuttle Columbia,20590000,TRUE
N-Star B,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",2/5/1996,7:19:00,Ariane 44P,19720000,TRUE
Palapa C1,ILS,"SLC-36B, Cape Canaveral AFS, Florida, USA",2/1/1996,1:15:00,Atlas IIAS,20940000,TRUE
"Panamsat-3R, Measat-1",Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1/12/1996,23:10:00,Ariane 44L,8060000,TRUE
STS-72,NASA,"LC-39B, Kennedy Space Center, Florida, USA",1/11/1996,9:41:00,Space Shuttle Endeavour,15530000,TRUE
"Telecom 2C, Insat 2C",Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",12/6/1995,23:23:00,Ariane 44L,4960000,TRUE
Infrared Space Observatory,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",11/17/1995,1:20:00,Ariane 44P,13800000,TRUE
STS-74,NASA,"LC-39A, Kennedy Space Center, Florida, USA",11/12/1995,12:30:00,Space Shuttle Atlantis,5360000,TRUE
STS-73,NASA,"LC-39B, Kennedy Space Center, Florida, USA",10/20/1995,13:53:00,Space Shuttle Columbia,11550000,TRUE
Astra 1E,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",10/19/1995,0:28:00,Ariane 42L,6270000,TRUE
Telstar 402R,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",9/24/1995,0:06:00,Ariane 42L,2150000,TRUE
STS-69,NASA,"LC-39A, Kennedy Space Center, Florida, USA",9/7/1995,15:09:00,Space Shuttle Endeavour,24370000,TRUE
N-Star A,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",8/29/1995,6:41:00,Ariane 42P,21220000,TRUE
JCSAT-3,ILS,"SLC-36B, Cape Canaveral AFS, Florida, USA",8/29/1995,0:53:00,Atlas IIAS,13800000,TRUE
Panamsat-4,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",8/3/1995,22:58:00,Ariane 42L,6150000,TRUE
STS-70,NASA,"LC-39B, Kennedy Space Center, Florida, USA",7/13/1995,13:41:00,Space Shuttle Discovery,18680000,TRUE
"Helios 1A, Cerise, LBSAT-1",Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",7/7/1995,16:23:00,Ariane 40,6200000,TRUE
STS-71,NASA,"LC-39A, Kennedy Space Center, Florida, USA",6/27/1995,19:32:00,Space Shuttle Atlantis,20490000,TRUE
STEP-3,Northrop,"Stargazer, Vandenberg AFB, California, USA",6/22/1995,19:58:00,Pegasus XL,4530000,FALSE
DBS-3,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",6/10/1995,0:24:00,Ariane 42P,4120000,TRUE
Intelsat 706,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",5/17/1995,6:34:00,Ariane 44LP,5950000,TRUE
ERS-2,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",4/21/1995,1:44:00,Ariane 40,11510000,TRUE
AMSC-1,ILS,"SLC-36A, Cape Canaveral AFS, Florida, USA",4/7/1995,23:47:00,Atlas IIA,15950000,TRUE
Orbcomm F1 and F2 & OrbView-1,Northrop,"Stargazer, Vandenberg AFB, California, USA",4/3/1995,13:48:00,Pegasus,15580000,TRUE
"Brasilsat B2, Hot Bird 1",Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",3/28/1995,11:19:00,Ariane 44LP,11440000,TRUE
DMSP F-13,General Dynamics,"SLC-3W, Vandenberg AFB, California, USA",3/24/1995,14:05:00,Atlas-E/F Star-37S-ISS,23740000,TRUE
Intelsat 705,ILS,"SLC-36B, Cape Canaveral AFS, Florida, USA",3/22/1995,6:18:00,Atlas IIAS,5180000,TRUE
STS-67,NASA,"LC-39A, Kennedy Space Center, Florida, USA",3/2/1995,6:38:00,Space Shuttle Endeavour,4770000,TRUE
STS-63,NASA,"LC-39B, Kennedy Space Center, Florida, USA",2/3/1995,5:22:00,Space Shuttle Discovery,11030000,TRUE
Intelsat 704,ILS,"SLC-36B, Cape Canaveral AFS, Florida, USA",1/10/1995,6:18:00,Atlas IIAS,13300000,TRUE
NOAA-J,General Dynamics,"SLC-3W, Vandenberg AFB, California, USA",12/30/1994,10:02:00,Atlas-E/F Star-37S-ISS,3230000,TRUE
DSP,Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA",12/22/1994,22:19:00,Titan IV(402)A,10320000,TRUE
Panamsat-3,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",12/1/1994,22:57:00,Ariane 42P,16850000,FALSE
STS-66,NASA,"LC-39B, Kennedy Space Center, Florida, USA",11/3/1994,16:59:00,Space Shuttle Atlantis,5030000,TRUE
Astra 1D,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",11/1/1994,0:37:00,Ariane 42P,11860000,TRUE
IRS-P2,ISRO,"First Launch Pad, Satish Dhawan Space Centre, India",10/15/1994,5:05:00,PSLV-G,1600000,TRUE
"Solidaridad-2, Thaicom-2",Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",10/8/1994,1:07:00,Ariane 44L,20190000,TRUE
STS-68,NASA,"LC-39A, Kennedy Space Center, Florida, USA",9/30/1994,11:16:00,Space Shuttle Endeavour,4880000,TRUE
STS-64,NASA,"LC-39B, Kennedy Space Center, Florida, USA",9/9/1994,22:22:00,Space Shuttle Discovery,10740000,TRUE
Telstar 402,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",9/9/1994,0:29:00,Ariane 42L,8070000,TRUE
APEX,Northrop,"NB-52B Carrier, Edwards AFB, California, USA",9/3/1994,14:38:00,Pegasus,14810000,TRUE
DMSP F-12,General Dynamics,"SLC-3W, Vandenberg AFB, California, USA",8/29/1994,17:38:00,Atlas-E/F Star-37S-ISS,8920000,TRUE
Mercury,Martin Marietta,"SLC-41, Cape Canaveral AFS, Florida, USA",8/27/1994,8:58:00,Titan IV(401)A,19940000,TRUE
"Brasilsat B1, Turksat 1B",Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",8/10/1994,23:05:00,Ariane 44LP,16300000,TRUE
"Panamsat-2, Yuri-3N",Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",7/8/1994,23:05:00,Ariane 44L,13640000,TRUE
STS-65,NASA,"LC-39A, Kennedy Space Center, Florida, USA",7/8/1994,4:43:00,Space Shuttle Columbia,4240000,TRUE
STEP-1,Northrop,"Stargazer, Vandenberg AFB, California, USA",6/27/1994,21:15:00,Pegasus XL,16720000,FALSE
"Intelsat 702, STRV 1A & 1B",Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",6/17/1994,7:07:00,Ariane 44LP,20180000,TRUE
STEP-2,Northrop,"NB-52B Carrier, Edwards AFB, California, USA",5/19/1994,17:03:00,Pegasus/HAPS,4950000,FALSE
SROSS C2,ISRO,"SLV LP, Satish Dhawan Space Centre, India",5/4/1994,0:00:00,ASLV,23330000,TRUE
Trumpet,Martin Marietta,"SLC-41, Cape Canaveral AFS, Florida, USA",5/3/1994,15:55:00,Titan IV(401)A,24390000,TRUE
STS-59,NASA,"LC-39A, Kennedy Space Center, Florida, USA",4/9/1994,11:05:00,Space Shuttle Endeavour,7420000,TRUE
STEP Mission 0 & DARPASAT,Northrop,"SLC-576E, Vandenberg AFB, California, USA",3/13/1994,22:32:00,Minotaur C (Taurus),9340000,TRUE
STS-62,NASA,"LC-39B, Kennedy Space Center, Florida, USA",3/4/1994,13:53:00,Space Shuttle Columbia,1690000,TRUE
Milstar DFS-1,Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA",2/7/1994,21:47:00,Titan IV(401)A,15390000,TRUE
STS-60,NASA,"LC-39A, Kennedy Space Center, Florida, USA",2/3/1994,12:10:00,Space Shuttle Discovery,21110000,TRUE
Clementine,Martin Marietta,"SLC-4W, Vandenberg AFB, California, USA",1/25/1994,16:34:00,Titan II(23)G,15940000,TRUE
"Eutelsat 2F5, Turksat 1A",Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1/24/1994,21:37:00,Ariane 44LP,4410000,FALSE
"DBS-1, Thaicom-1",Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",12/18/1993,1:27:00,Ariane 44L,3150000,TRUE
Telstar 401,General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA",12/16/1993,0:38:00,Atlas IIAS,15730000,TRUE
STS-61,NASA,"LC-39B, Kennedy Space Center, Florida, USA",12/2/1993,9:27:00,Space Shuttle Endeavour,8950000,TRUE
USA-97 (DSCS IIIB-10,General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA",11/28/1993,23:40:00,Atlas II,15620000,TRUE
"Solidaridad 1, Meteosat 6",Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",11/20/1993,1:17:00,Ariane 44LP,2610000,TRUE
Intelsat 701,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",10/22/1993,6:46:00,Ariane 44LP,5360000,TRUE
STS-58,NASA,"LC-39B, Kennedy Space Center, Florida, USA",10/18/1993,14:53:00,Space Shuttle Columbia,23710000,TRUE
Landsat 6,Martin Marietta,"SLC-4W, Vandenberg AFB, California, USA",10/5/1993,17:56:00,Titan II(23)G,6170000,FALSE
"SPOT-3, Stella & Others",Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",9/26/1993,1:45:00,Ariane 40,6190000,TRUE
IRS-P1,ISRO,"First Launch Pad, Satish Dhawan Space Centre, India",9/20/1993,5:12:00,PSLV-G,15490000,FALSE
STS-51,NASA,"LC-39B, Kennedy Space Center, Florida, USA",9/12/1993,11:45:00,Space Shuttle Discovery,12970000,TRUE
UHF F2,General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA",9/3/1993,11:17:00,Atlas I,23800000,TRUE
NOAA-I,General Dynamics,"SLC-3W, Vandenberg AFB, California, USA",8/9/1993,10:02:00,Atlas-E/F Star-37S-ISS,10830000,TRUE
SLDCOM & 3x NOSS,Martin Marietta,"SLC-4E, Vandenberg AFB, California, USA",8/2/1993,19:59:00,Titan IV(403)A,6990000,FALSE
"Hispasat 1B, Insat-2B",Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",7/22/1993,22:58:00,Ariane 44L,24810000,TRUE
USA-93 (DSCS IIIB-9),General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA",7/19/1993,22:04:00,Atlas II,20530000,TRUE
Galaxy-4,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",6/25/1993,0:18:00,Ariane 44P,24480000,TRUE
STS-57,NASA,"LC-39B, Kennedy Space Center, Florida, USA",6/21/1993,13:07:00,Space Shuttle Endeavour,9740000,TRUE
"Astra 1C, Arsene",Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",5/12/1993,0:56:00,Ariane 42L,19450000,TRUE
STS-55,NASA,"LC-39A, Kennedy Space Center, Florida, USA",4/26/1993,14:50:00,Space Shuttle Columbia,19710000,TRUE
ALEXIS,Northrop,"NB-52B Carrier, Edwards AFB, California, USA",4/25/1993,13:56:00,Pegasus,18870000,TRUE
STS-56,NASA,"LC-39B, Kennedy Space Center, Florida, USA",4/8/1993,5:29:00,Space Shuttle Discovery,21130000,TRUE
UHF F1,General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA",3/25/1993,21:38:00,Atlas I,12080000,FALSE
SCD-1,Northrop,"NB-52B Carrier, Cape Canaveral AFS, Florida, USA",2/9/1993,14:30:00,Pegasus,24090000,TRUE
STS-54,NASA,"LC-39B, Kennedy Space Center, Florida, USA",1/13/1993,13:59:00,Space Shuttle Endeavour,18030000,TRUE
STS-53,NASA,"LC-39A, Kennedy Space Center, Florida, USA",12/2/1992,13:24:00,Space Shuttle Discovery,15150000,TRUE
Superbird A1,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",12/1/1992,22:48:00,Ariane 42P,14980000,TRUE
KH-11 Kennen,Martin Marietta,"SLC-4E, Vandenberg AFB, California, USA",11/28/1992,21:34:00,Titan IV(404)A,10320000,TRUE
Galaxy-7,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",10/28/1992,0:15:00,Ariane 42P,10370000,TRUE
STS-52,NASA,"LC-39B, Kennedy Space Center, Florida, USA",10/22/1992,17:09:00,Space Shuttle Columbia,6740000,TRUE
Mars Observer,Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA",9/25/1992,17:05:00,Commercial Titan III,16290000,TRUE
STS-47,NASA,"LC-39B, Kennedy Space Center, Florida, USA",9/12/1992,14:23:00,Space Shuttle Endeavour,2720000,TRUE
"Hispasat 1A, Satcom C3",Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",9/10/1992,23:04:00,Ariane 44LP,11510000,TRUE
Galaxy 1R,General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA",8/22/1992,22:40:00,Atlas I,8770000,FALSE
"TOPEX/Poseidon, Oscar 23, S80/T",Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",8/10/1992,23:04:00,Ariane 42P,20700000,TRUE
STS-46,NASA,"LC-39B, Kennedy Space Center, Florida, USA",7/31/1992,13:56:00,Space Shuttle Atlantis,18420000,TRUE
"Insat-2A, Eutelsat 2F4",Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",7/9/1992,22:42:00,Ariane 44L,13050000,TRUE
USA-82 (DSCS IIIB-12),General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA",7/2/1992,21:54:00,Atlas II,2220000,TRUE
STS-50,NASA,"LC-39A, Kennedy Space Center, Florida, USA",6/25/1992,16:12:00,Space Shuttle Columbia,11420000,TRUE
Intelsat K,General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA",6/10/1992,0:00:00,Atlas IIA,4330000,TRUE
STS-49,NASA,"LC-39B, Kennedy Space Center, Florida, USA",5/7/1992,23:40:00,Space Shuttle Endeavour,23030000,TRUE
USA-81,Martin Marietta,"SLC-4W, Vandenberg AFB, California, USA",4/25/1992,8:53:00,Titan II(23)G,21390000,TRUE
"Telecom 2B, Inmarsat-2F4",Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",4/15/1992,23:25:00,Ariane 44L,5060000,TRUE
STS-45,NASA,"LC-39A, Kennedy Space Center, Florida, USA",3/24/1992,13:13:00,Space Shuttle Atlantis,9210000,TRUE
Galaxy 5,General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA",3/14/1992,0:00:00,Atlas I,4990000,TRUE
"Superbird-B1, Arabsat-1C",Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",2/26/1992,23:58:00,Ariane 44L,3780000,TRUE
USA-78 (DSCS IIIB-14),General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA",2/11/1992,0:41:00,Atlas II,19990000,TRUE
STS-42,NASA,"LC-39A, Kennedy Space Center, Florida, USA",1/22/1992,14:52:00,Space Shuttle Discovery,2260000,TRUE
"Telecom 2A, Inmarsat 2F3",Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",12/16/1991,22:19:00,Ariane 44L,23950000,TRUE
Eutelsat 2F3,General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA",12/7/1991,22:47:00,Atlas II,4320000,TRUE
DMSP F-11,General Dynamics,"SLC-3W, Vandenberg AFB, California, USA",11/28/1991,13:23:00,Atlas-E/F Star-37S-ISS,7780000,TRUE
STS-44,NASA,"LC-39A, Kennedy Space Center, Florida, USA",11/24/1991,23:44:00,Space Shuttle Atlantis,20630000,TRUE
SLDCOM & NOSS 3x,Martin Marietta,"SLC-4E, Vandenberg AFB, California, USA",11/8/1991,7:07:00,Titan IV(403)A,17340000,TRUE
Intelsat 6AF1,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",10/29/1991,23:08:00,Ariane 44L,3760000,TRUE
Anik E1,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",9/26/1991,23:43:00,Ariane 44P,8880000,TRUE
STS-48,NASA,"LC-39A, Kennedy Space Center, Florida, USA",9/12/1991,23:11:00,Space Shuttle Discovery,16910000,TRUE
Intelsat 605,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",8/14/1991,23:15:00,Ariane 44L,3610000,TRUE
STS-43,NASA,"LC-39A, Kennedy Space Center, Florida, USA",8/2/1991,15:02:00,Space Shuttle Atlantis,10120000,TRUE
7 Microsats,Northrop,"NB-52B Carrier, Edwards AFB, California, USA",7/21/1991,17:33:00,Pegasus/HAPS,23810000,FALSE
"ERS-1, Oscar 22, Orbcomm-X, Tubsat-A, SARA",Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",7/17/1991,1:46:00,Ariane 40,4410000,TRUE
STS-40,NASA,"LC-39B, Kennedy Space Center, Florida, USA",6/5/1991,13:24:00,Space Shuttle Columbia,3540000,TRUE
NOAA-D,General Dynamics,"SLC-3W, Vandenberg AFB, California, USA",5/14/1991,15:52:00,Atlas-E/F Star-37S-ISS,16670000,TRUE
STS-39,NASA,"LC-39A, Kennedy Space Center, Florida, USA",4/28/1991,11:33:00,Space Shuttle Discovery,16580000,TRUE
Yuri 3H,General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA",4/18/1991,23:30:00,Atlas I,7190000,FALSE
STS-37,NASA,"LC-39B, Kennedy Space Center, Florida, USA",4/5/1991,14:22:00,Space Shuttle Atlantis,10780000,TRUE
Anik E2,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",4/4/1991,23:33:00,Ariane 44P,11840000,TRUE
Lacrosse,Martin Marietta,"SLC-4E, Vandenberg AFB, California, USA",3/8/1991,12:03:00,Titan IV(403)A,18340000,TRUE
"Astra 1B, Meteosat 5",Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",3/2/1991,23:36:00,Ariane 44LP,11160000,TRUE
"Italsat-1, Eutelsat 2F2",Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1/15/1991,23:10:00,Ariane 44L,9460000,TRUE
STS-35,NASA,"LC-39B, Kennedy Space Center, Florida, USA",12/2/1990,6:49:00,Space Shuttle Columbia,22040000,TRUE
DMSP F-10,General Dynamics,"SLC-3W, Vandenberg AFB, California, USA",12/1/1990,15:57:00,Atlas-E/F Star-37S-ISS,10600000,TRUE
"Satcom C1, GStar-4",Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",11/20/1990,23:11:00,Ariane 42P,15120000,TRUE
STS-38,NASA,"LC-39A, Kennedy Space Center, Florida, USA",11/15/1990,23:48:00,Space Shuttle Atlantis,22680000,TRUE
DSP,Martin Marietta,"SLC-41, Cape Canaveral AFS, Florida, USA",11/13/1990,0:37:00,Titan IV(402)A,16700000,TRUE
"SBS-6, Galaxy-6",Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",10/12/1990,22:58:00,Ariane 44L,21100000,TRUE
STS-41,NASA,"LC-39B, Kennedy Space Center, Florida, USA",10/6/1990,11:47:00,Space Shuttle Discovery,21420000,TRUE
"Skynet 4C, Eutelsat 2F1",Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",8/30/1990,22:46:00,Ariane 44L,3650000,TRUE
CRRES,General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA",7/25/1990,19:21:00,Atlas I,4670000,TRUE
"TDF-2, DFS-2",Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",7/24/1990,22:25:00,Ariane 44L,7660000,TRUE
Intelsat 604,Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA",6/23/1990,11:19:00,Commercial Titan III,13640000,TRUE
SLDCOM & NOSS 3x,Martin Marietta,"SLC-41, Cape Canaveral AFS, Florida, USA",6/8/1990,5:22:00,Titan IV(405)A,5470000,TRUE
STS-31,NASA,"LC-39B, Kennedy Space Center, Florida, USA",4/24/1990,12:33:00,Space Shuttle Discovery,2330000,TRUE
Pegsat & NavySat,Northrop,"NB-52B Carrier, Edwards AFB, California, USA",4/5/1990,19:10:00,Pegasus,15870000,TRUE
Intelsat 603,Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA",3/14/1990,11:52:00,Commercial Titan III,8420000,FALSE
STS-36,NASA,"LC-39A, Kennedy Space Center, Florida, USA",2/28/1990,7:50:00,Space Shuttle Atlantis,10460000,TRUE
"Superbird-B, BS-2X",Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",2/22/1990,23:17:00,Ariane 44L,7050000,FALSE
"SPOT-2, Oscar 14-19",Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1/22/1990,1:35:00,Ariane 40,21160000,TRUE
STS-32,NASA,"LC-39A, Kennedy Space Center, Florida, USA",1/9/1990,12:35:00,Space Shuttle Columbia,19220000,TRUE
Skynet 4A & JCSAT-2,Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA",1/1/1990,0:07:00,Commercial Titan III,8070000,TRUE
STS-33R,NASA,"LC-39B, Kennedy Space Center, Florida, USA",11/23/1989,0:23:00,Space Shuttle Discovery,7540000,TRUE
Intelsat 6AF2,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",10/27/1989,23:05:00,Ariane 44L,5150000,TRUE
STS-34R,NASA,"LC-39B, Kennedy Space Center, Florida, USA",10/18/1989,16:53:00,Space Shuttle Atlantis,17100000,TRUE
FLTSATCOM-8,General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA",9/25/1989,8:56:00,Atlas-G Centaur-D1AR,8170000,TRUE
USA-45,Martin Marietta,"SLC-4W, Vandenberg AFB, California, USA",9/6/1989,1:48:00,Titan II(23)G,9560000,TRUE
DSCS-II-16 & DSCS-III-A2,Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA",9/4/1989,5:54:00,Titan 34D,19020000,TRUE
"TVSAT-2, Hipparcos",Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",8/8/1989,23:25:00,Ariane 44LP,24230000,TRUE
STS-28R,NASA,"LC-39B, Kennedy Space Center, Florida, USA",8/8/1989,12:37:00,Space Shuttle Columbia,10410000,TRUE
Olympus-1,Arianespace,"ELA-1, Guiana Space Centre, French Guiana, France",7/12/1989,0:14:00,Ariane 3,18950000,TRUE
DSP,Martin Marietta,"SLC-41, Cape Canaveral AFS, Florida, USA",6/14/1989,13:18:00,Titan IV(402)A,17000000,TRUE
"Superbird-A, DFS-1",Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",6/5/1989,22:37:00,Ariane 44L,5920000,TRUE
SROSS C,ISRO,"SLV LP, Satish Dhawan Space Centre, India",5/22/1989,1:40:00,ASLV,18450000,FALSE
USA-37 (Vortex),Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA",5/10/1989,19:47:00,Titan 34D,22300000,TRUE
STS-30R,NASA,"LC-39B, Kennedy Space Center, Florida, USA",5/4/1989,18:46:00,Space Shuttle Atlantis,20520000,TRUE
TELE-X,Arianespace,"ELA-1, Guiana Space Centre, French Guiana, France",4/2/1989,2:28:00,Ariane 2,23880000,TRUE
STS-29R,NASA,"LC-39B, Kennedy Space Center, Florida, USA",3/13/1989,14:57:00,Space Shuttle Discovery,17860000,TRUE
JCSAT-1 & Meteosat 4,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",3/6/1989,23:29:00,Ariane 44LP,20110000,TRUE
Intelsat-5A 15,Arianespace,"ELA-1, Guiana Space Centre, French Guiana, France",1/27/1989,1:21:00,Ariane 2,20130000,TRUE
"Skynet 4B, Astra 1A",Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",12/11/1988,0:33:00,Ariane 44LP,21850000,TRUE
STS-27R,NASA,"LC-39B, Kennedy Space Center, Florida, USA",12/2/1988,14:30:00,Space Shuttle Atlantis,15860000,TRUE
USA-33 (KH-11),Martin Marietta,"SLC-4E, Vandenberg AFB, California, USA",11/6/1988,18:03:00,Titan 34D,14770000,TRUE
TDF-1,Arianespace,"ELA-1, Guiana Space Centre, French Guiana, France",10/28/1988,2:17:00,Ariane 2,13380000,TRUE
STS-26R,NASA,"LC-39A, Kennedy Space Center, Florida, USA",9/29/1988,15:37:00,Space Shuttle Discovery,20320000,TRUE
NOAA-H,General Dynamics,"SLC-3W, Vandenberg AFB, California, USA",9/24/1988,10:02:00,Atlas-E/F Star-37S-ISS,2140000,TRUE
"GStar 5, SBS 5",Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",9/8/1988,23:00:00,Ariane 3,14850000,TRUE
USA-32,Martin Marietta,"SLC-4W, Vandenberg AFB, California, USA",9/5/1988,9:25:00,Titan II(23)G,15720000,TRUE
USA-31 (Vortex),Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA",9/2/1988,12:05:00,Titan 34D,9060000,FALSE
SROSS-B,ISRO,"SLV LP, Satish Dhawan Space Centre, India",7/31/1988,9:18:00,ASLV,20930000,FALSE
"Insat 1C, Eutelsat-1 F5",Arianespace,"ELA-1, Guiana Space Centre, French Guiana, France",7/21/1988,23:12:00,Ariane 3,10100000,TRUE
"Meteosat 3, Panamsat-1, Oscar 13",ESA,"ELA-2, Guiana Space Centre, French Guiana, France",6/15/1988,11:19:00,Ariane 44LP,15240000,TRUE
Intelsat 3AF13,Arianespace,"ELA-1, Guiana Space Centre, French Guiana, France",5/17/1988,23:58:00,Ariane 2,7190000,TRUE
"Spacenet 3R, Telecom 1C",Arianespace,"ELA-1, Guiana Space Centre, French Guiana, France",3/11/1988,23:28:00,Ariane 3,19000000,TRUE
DMSP 5D-2/F9,General Dynamics,"SLC-3W, Vandenberg AFB, California, USA",2/3/1988,5:53:00,Atlas-E/F Star-37S-ISS,14090000,TRUE
DSP-13,Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA",11/29/1987,3:27:00,Titan 34D,13080000,TRUE
